# primitive_MRO = (<class 'qiskit_aer.primitives.sampler_v2.SamplerV2'>, <class 'qiskit.primitives.base.base_sampler.BaseSamplerV2'>, <class 'abc.ABC'>, <class 'object'>)
# num_shots = 10000
# encoding_layer_config = {'n_layers': 1, 'initial_layer': 'ry', 'entangling_layer': 'rxx', 'n_atom_to_qubit': 1, 'interleaved': None}
# noise_model_path = /Users/dilhan.manawadu/Projects/quantum-molecular-encodings/data/fig4/../../data/backends/ibm_pittsburgh_2025-08-10T18:59:40+00:00_noise_model.pkl
# backend_target_path = /Users/dilhan.manawadu/Projects/quantum-molecular-encodings/data/fig4/../../data/backends/ibm_pittsburgh_2025-08-10T18:59:40+00:00_target.pkl
# sampler_type = noisy_aer
# i, j, expectation-value
13, 4, 0.1946
13, 5, 0.4278
13, 6, 0.8013
13, 7, 0.3644
13, 8, 0.1118
13, 9, 0.0279
13, 10, 0.069
13, 11, 0.1539
13, 12, 0.3606
13, 13, 0.9477
14, 0, 0.0008
14, 1, 0.0026
14, 2, 0.0072
14, 3, 0.028
14, 4, 0.0857
14, 5, 0.1913
14, 6, 0.4294
14, 7, 0.7881
14, 8, 0.3506
14, 9, 0.111
14, 10, 0.0254
14, 11, 0.0744
14, 12, 0.1557
14, 13, 0.3564
14, 14, 0.9404
15, 0, 0.0001
15, 1, 0.0009
15, 2, 0.0022
15, 3, 0.0098
15, 4, 0.0284
15, 5, 0.0924
15, 6, 0.1927
15, 7, 0.4255
15, 8, 0.771
15, 9, 0.3438
15, 10, 0.0073
15, 11, 0.0254
15, 12, 0.0677
15, 13, 0.1544
15, 14, 0.341
15, 15, 0.9305
16, 0, 0.0
16, 1, 0.0001
16, 2, 0.0004
16, 3, 0.0016
16, 4, 0.0087
16, 5, 0.0279
16, 6, 0.0811
16, 7, 0.1829
16, 8, 0.4218
16, 9, 0.7617
16, 10, 0.0024
16, 11, 0.0082
16, 12, 0.0236
16, 13, 0.0645
16, 14, 0.149
16, 15, 0.3248
16, 16, 0.9105
17, 0, 0.0111
17, 1, 0.0295
17, 2, 0.059
17, 3, 0.1398
17, 4, 0.3718
17, 5, 0.8076
17, 6, 0.3751
17, 7, 0.1166
17, 8, 0.0299
17, 9, 0.0082
17, 10, 0.109
17, 11, 0.4392
17, 12, 0.7007
17, 13, 0.3668
17, 14, 0.1592
17, 15, 0.0694
17, 16, 0.0249
17, 17, 0.9502
18, 0, 0.003
18, 1, 0.0113
18, 2, 0.03
18, 3, 0.0552
18, 4, 0.1309
18, 5, 0.3703
18, 6, 0.7885
18, 7, 0.3564
18, 8, 0.1114
18, 9, 0.0297
18, 10, 0.0522
18, 11, 0.1115
18, 12, 0.4203
18, 13, 0.678
18, 14, 0.3638
18, 15, 0.1547
18, 16, 0.0659
18, 17, 0.3168
18, 18, 0.9377
19, 0, 0.0011
19, 1, 0.0033
19, 2, 0.0126
19, 3, 0.0313
19, 4, 0.0581
19, 5, 0.1287
19, 6, 0.3583
19, 7, 0.7972
19, 8, 0.3509
19, 9, 0.1053
19, 10, 0.0262
19, 11, 0.0466
19, 12, 0.1182
19, 13, 0.4154
19, 14, 0.6923
19, 15, 0.3586
19, 16, 0.1501
19, 17, 0.1119
19, 18, 0.3054
19, 19, 0.928
20, 0, 0.0003
20, 1, 0.0012
20, 2, 0.0027
20, 3, 0.0106
20, 4, 0.0281
20, 5, 0.0549
20, 6, 0.1334
20, 7, 0.362
20, 8, 0.7739
20, 9, 0.3484
20, 10, 0.0113
20, 11, 0.0285
20, 12, 0.0495
20, 13, 0.1129
20, 14, 0.415
20, 15, 0.6663
20, 16, 0.3496
20, 17, 0.0512
20, 18, 0.1128
20, 19, 0.3149
20, 20, 0.9183
21, 0, 0.0015
21, 1, 0.0039
21, 2, 0.01
21, 3, 0.016
21, 4, 0.0335
21, 5, 0.1101
21, 6, 0.3585
21, 7, 0.7837
21, 8, 0.3519
21, 9, 0.1109
21, 10, 0.0121
21, 11, 0.0291
21, 12, 0.1339
21, 13, 0.3006
21, 14, 0.659
21, 15, 0.3506
21, 16, 0.1497
21, 17, 0.0959
21, 18, 0.422
21, 19, 0.69
21, 20, 0.3033
21, 21, 0.933
22, 0, 0.0001
22, 1, 0.0012
22, 2, 0.0027
22, 3, 0.0089
22, 4, 0.0137
22, 5, 0.0367
22, 6, 0.1112
22, 7, 0.3628
22, 8, 0.7842
22, 9, 0.3324
22, 10, 0.0109
22, 11, 0.0136
22, 12, 0.0292
22, 13, 0.1276
22, 14, 0.3172
22, 15, 0.6523
22, 16, 0.3262
22, 17, 0.0289
22, 18, 0.0937
22, 19, 0.4175
22, 20, 0.6767
22, 21, 0.3103
22, 22, 0.9143
23, 0, 0.0633
23, 1, 0.0931
23, 2, 0.193
23, 3, 0.3679
23, 4, 0.7136
23, 5, 0.3231
23, 6, 0.0936
23, 7, 0.0256
23, 8, 0.0074
23, 9, 0.0027
23, 10, 0.4482
23, 11, 0.7273
23, 12, 0.3182
23, 13, 0.1369
23, 14, 0.0679
23, 15, 0.0198
23, 16, 0.0055
23, 17, 0.3235
23, 18, 0.0986
23, 19, 0.0401
23, 20, 0.0219
23, 21, 0.0262
23, 22, 0.0128
23, 23, 0.9556
24, 0, 0.0265
24, 1, 0.065
24, 2, 0.0923
24, 3, 0.1992
24, 4, 0.3651
24, 5, 0.7022
24, 6, 0.319
24, 7, 0.106
24, 8, 0.0252
24, 9, 0.0072
24, 10, 0.1805
24, 11, 0.4396
24, 12, 0.7282
24, 13, 0.3107
24, 14, 0.1325
24, 15, 0.0619
24, 16, 0.022
24, 17, 0.7939
24, 18, 0.3252
24, 19, 0.0944
24, 20, 0.0426
24, 21, 0.1024
24, 22, 0.0245
24, 23, 0.3674
24, 24, 0.9379
25, 0, 0.0056
25, 1, 0.0228
25, 2, 0.0625
25, 3, 0.0934
25, 4, 0.1946
25, 5, 0.3621
25, 6, 0.6825
25, 7, 0.3115
25, 8, 0.1009
25, 9, 0.0227
25, 10, 0.0866
25, 11, 0.1763
25, 12, 0.4266
25, 13, 0.713
25, 14, 0.2981
25, 15, 0.1309
25, 16, 0.0624
25, 17, 0.3583
25, 18, 0.7938
25, 19, 0.3186
25, 20, 0.0914
25, 21, 0.3587
25, 22, 0.1056
25, 23, 0.157
25, 24, 0.3819
25, 25, 0.9267
26, 0, 0.0012
26, 1, 0.0063
26, 2, 0.0246
26, 3, 0.064
26, 4, 0.0901
26, 5, 0.1924
26, 6, 0.3493
26, 7, 0.6888
26, 8, 0.3003
26, 9, 0.0909
26, 10, 0.0515
26, 11, 0.0751
26, 12, 0.1826
26, 13, 0.4327
26, 14, 0.7055
26, 15, 0.3026
26, 16, 0.121
26, 17, 0.1552
26, 18, 0.3447
26, 19, 0.7808
26, 20, 0.2988
26, 21, 0.6939
26, 22, 0.3473
26, 23, 0.0691
26, 24, 0.157
26, 25, 0.3634
26, 26, 0.9079
27, 0, 0.0258
27, 1, 0.0382
27, 2, 0.0879
27, 3, 0.1655
27, 4, 0.37
27, 5, 0.6826
27, 6, 0.3122
27, 7, 0.0997
27, 8, 0.0265
27, 9, 0.0075
27, 10, 0.1957
27, 11, 0.3115
27, 12, 0.8146
27, 13, 0.3002
27, 14, 0.1332
27, 15, 0.0567
27, 16, 0.0164
27, 17, 0.5934
27, 18, 0.3659
27, 19, 0.0975
27, 20, 0.04
27, 21, 0.1148
27, 22, 0.0259
27, 23, 0.366
27, 24, 0.7278
27, 25, 0.3581
27, 26, 0.1495
27, 27, 0.9412
28, 0, 0.0098
28, 1, 0.0256
28, 2, 0.0381
28, 3, 0.0904
28, 4, 0.156
28, 5, 0.3635
28, 6, 0.6717
28, 7, 0.2988
28, 8, 0.0931
28, 9, 0.0295
28, 10, 0.0726
28, 11, 0.1844
28, 12, 0.3111
28, 13, 0.7929
28, 14, 0.2981
28, 15, 0.1324
28, 16, 0.0574
28, 17, 0.4292
28, 18, 0.5868
28, 19, 0.3594
28, 20, 0.0882
28, 21, 0.2666
28, 22, 0.1139
28, 23, 0.136
28, 24, 0.3508
28, 25, 0.7209
28, 26, 0.3522
28, 27, 0.2601
28, 28, 0.9396
29, 0, 0.0019
29, 1, 0.0085
29, 2, 0.0252
29, 3, 0.0407
29, 4, 0.0858
29, 5, 0.1561
29, 6, 0.3566
29, 7, 0.6634
29, 8, 0.3017
29, 9, 0.0963
29, 10, 0.0325
29, 11, 0.077
29, 12, 0.1892
29, 13, 0.3045
29, 14, 0.7902
29, 15, 0.3005
29, 16, 0.1287
29, 17, 0.1354
29, 18, 0.4192
29, 19, 0.5654
29, 20, 0.355
29, 21, 0.7883
29, 22, 0.264
29, 23, 0.0664
29, 24, 0.1536
29, 25, 0.356
29, 26, 0.7067
29, 27, 0.1454
29, 28, 0.2602
29, 29, 0.9336
30, 0, 0.0067
30, 1, 0.0125
30, 2, 0.0263
30, 3, 0.0733
30, 4, 0.1701
30, 5, 0.3619
30, 6, 0.6671
30, 7, 0.3115
30, 8, 0.1021
30, 9, 0.0231
30, 10, 0.08
30, 11, 0.135
30, 12, 0.2985
30, 13, 0.7994
30, 14, 0.3079
30, 15, 0.1373
30, 16, 0.0582
30, 17, 0.3201
30, 18, 0.5909
30, 19, 0.3561
30, 20, 0.0885
30, 21, 0.2666
30, 22, 0.1149
30, 23, 0.1573
30, 24, 0.3163
30, 25, 0.6012
30, 26, 0.3541
30, 27, 0.36
30, 28, 0.6883
30, 29, 0.258
30, 30, 0.9409
31, 0, 0.003
31, 1, 0.0087
31, 2, 0.0131
31, 3, 0.0271
31, 4, 0.077
31, 5, 0.158
31, 6, 0.3596
31, 7, 0.667
31, 8, 0.2954
31, 9, 0.0958
31, 10, 0.0258
31, 11, 0.0794
31, 12, 0.1394
31, 13, 0.2996
31, 14, 0.7935
31, 15, 0.3064
31, 16, 0.131
31, 17, 0.1889
31, 18, 0.3067
31, 19, 0.5761
31, 20, 0.348
31, 21, 0.5801
31, 22, 0.266
31, 23, 0.0603
31, 24, 0.1581
31, 25, 0.3117
31, 26, 0.5984
31, 27, 0.1232
31, 28, 0.3483
31, 29, 0.697
31, 30, 0.2572
31, 31, 0.9302
32, 0, 0.0023
32, 1, 0.0036
32, 2, 0.0089
32, 3, 0.023
32, 4, 0.0727
32, 5, 0.16
32, 6, 0.3581
32, 7, 0.6636
32, 8, 0.3037
32, 9, 0.0986
32, 10, 0.0275
32, 11, 0.0616
32, 12, 0.1315
32, 13, 0.2941
32, 14, 0.7851
32, 15, 0.2867
32, 16, 0.1318
32, 17, 0.1397
32, 18, 0.3092
32, 19, 0.5762
32, 20, 0.3428
32, 21, 0.5651
32, 22, 0.2597
32, 23, 0.071
32, 24, 0.1399
32, 25, 0.2556
32, 26, 0.5894
32, 27, 0.1553
32, 28, 0.2607
32, 29, 0.6679
32, 30, 0.372
32, 31, 0.678
32, 32, 0.9091
33, 0, 0.0077
33, 1, 0.0242
33, 2, 0.033
33, 3, 0.0597
33, 4, 0.1071
33, 5, 0.3153
33, 6, 0.6645
33, 7, 0.3148
33, 8, 0.0978
33, 9, 0.0278
33, 10, 0.0631
33, 11, 0.1334
33, 12, 0.3184
33, 13, 0.5777
33, 14, 0.3057
33, 15, 0.1338
33, 16, 0.0647
33, 17, 0.3554
33, 18, 0.714
33, 19, 0.2602
33, 20, 0.1008
33, 21, 0.3052
33, 22, 0.0838
33, 23, 0.1162
33, 24, 0.424
33, 25, 0.7061
33, 26, 0.2897
33, 27, 0.3326
33, 28, 0.6813
33, 29, 0.3194
33, 30, 0.6043
33, 31, 0.3385
33, 32, 0.319
33, 33, 0.895
34, 0, 0.0027
34, 1, 0.0088
34, 2, 0.0222
34, 3, 0.0331
34, 4, 0.0603
34, 5, 0.1086
34, 6, 0.2944
34, 7, 0.68
34, 8, 0.3042
34, 9, 0.0978
34, 10, 0.0282
34, 11, 0.0619
34, 12, 0.1386
34, 13, 0.3241
34, 14, 0.5721
34, 15, 0.3102
34, 16, 0.1231
34, 17, 0.1222
34, 18, 0.3565
34, 19, 0.7054
34, 20, 0.2429
34, 21, 0.7785
34, 22, 0.3169
34, 23, 0.0487
34, 24, 0.1216
34, 25, 0.4078
34, 26, 0.6855
34, 27, 0.107
34, 28, 0.3159
34, 29, 0.6909
34, 30, 0.2664
34, 31, 0.5788
34, 32, 0.4886
34, 33, 0.3148
34, 34, 0.9096
35, 0, 0.0032
35, 1, 0.0103
35, 2, 0.0155
35, 3, 0.034
35, 4, 0.0512
35, 5, 0.1093
35, 6, 0.3025
35, 7, 0.6566
35, 8, 0.303
35, 9, 0.0964
35, 10, 0.0289
35, 11, 0.0562
35, 12, 0.0895
35, 13, 0.3558
35, 14, 0.5697
35, 15, 0.3098
35, 16, 0.1273
35, 17, 0.1284
35, 18, 0.2559
35, 19, 0.7841
35, 20, 0.2577
35, 21, 0.5799
35, 22, 0.3627
35, 23, 0.0421
35, 24, 0.1163
35, 25, 0.3276
35, 26, 0.6637
35, 27, 0.0851
35, 28, 0.3997
35, 29, 0.4887
35, 30, 0.3051
35, 31, 0.6783
35, 32, 0.4918
35, 33, 0.3039
35, 34, 0.6966
35, 35, 0.912
36, 0, 0.0192
36, 1, 0.0308
36, 2, 0.0629
36, 3, 0.0808
36, 4, 0.1609
36, 5, 0.3009
36, 6, 0.5927
36, 7, 0.2584
36, 8, 0.0777
36, 9, 0.0216
36, 10, 0.0899
36, 11, 0.1553
36, 12, 0.3629
36, 13, 0.6068
36, 14, 0.2592
36, 15, 0.1183
36, 16, 0.0534
36, 17, 0.2865
36, 18, 0.6697
36, 19, 0.2645
36, 20, 0.0784
36, 21, 0.3067
36, 22, 0.0796
36, 23, 0.1872
36, 24, 0.3616
36, 25, 0.7794
36, 26, 0.3038
36, 27, 0.4172
36, 28, 0.6185
36, 29, 0.2891
36, 30, 0.7179
36, 31, 0.2649
36, 32, 0.3049
36, 33, 0.7066
36, 34, 0.344
36, 35, 0.2633
36, 36, 0.9364
37, 0, 0.0063
37, 1, 0.0156
37, 2, 0.0281
37, 3, 0.0603
37, 4, 0.0822
37, 5, 0.158
37, 6, 0.3021
37, 7, 0.5705
37, 8, 0.2567
37, 9, 0.0873
37, 10, 0.0576
37, 11, 0.0903
37, 12, 0.1606
37, 13, 0.3573
37, 14, 0.5984
37, 15, 0.2597
37, 16, 0.1107
37, 17, 0.1845
37, 18, 0.2987
37, 19, 0.6574
37, 20, 0.2732
37, 21, 0.6056
37, 22, 0.2962
37, 23, 0.0689
37, 24, 0.1809
37, 25, 0.3618
37, 26, 0.7701
37, 27, 0.1266
37, 28, 0.4239
37, 29, 0.5939
37, 30, 0.3051
37, 31, 0.6994
37, 32, 0.5206
37, 33, 0.3548
37, 34, 0.6976
37, 35, 0.7742
37, 36, 0.2919
37, 37, 0.8612
38, 0, 0.0068
38, 1, 0.0108
38, 2, 0.0231
38, 3, 0.0499
38, 4, 0.0733
38, 5, 0.1555
38, 6, 0.3045
38, 7, 0.5753
38, 8, 0.2627
38, 9, 0.0747
38, 10, 0.06
38, 11, 0.0595
38, 12, 0.1467
38, 13, 0.3606
38, 14, 0.6015
38, 15, 0.2368
38, 16, 0.1118
38, 17, 0.1409
38, 18, 0.3009
38, 19, 0.6544
38, 20, 0.2647
38, 21, 0.5916
38, 22, 0.2874
38, 23, 0.0797
38, 24, 0.1567
38, 25, 0.2943
38, 26, 0.7753
38, 27, 0.1872
38, 28, 0.3066
38, 29, 0.6036
38, 30, 0.4212
38, 31, 0.5133
38, 32, 0.7086
38, 33, 0.3019
38, 34, 0.5987
38, 35, 0.5769
38, 36, 0.3546
38, 37, 0.6722
38, 38, 0.923
39, 0, 0.0048
39, 1, 0.0158
39, 2, 0.0185
39, 3, 0.038
39, 4, 0.0737
39, 5, 0.1337
39, 6, 0.2923
39, 7, 0.5639
39, 8, 0.2593
39, 9, 0.0737
39, 10, 0.0427
39, 11, 0.0786
39, 12, 0.1391
39, 13, 0.2539
39, 14, 0.6762
39, 15, 0.2591
39, 16, 0.1081
39, 17, 0.1582
39, 18, 0.316
39, 19, 0.4974
39, 20, 0.3069
39, 21, 0.5898
39, 22, 0.2289
39, 23, 0.0772
39, 24, 0.1895
39, 25, 0.3174
39, 26, 0.61
39, 27, 0.141
39, 28, 0.2979
39, 29, 0.6954
39, 30, 0.2698
39, 31, 0.7766
39, 32, 0.7033
39, 33, 0.4191
39, 34, 0.604
39, 35, 0.5747
39, 36, 0.3092
39, 37, 0.6971
39, 38, 0.6208
39, 39, 0.9099
40, 0, 0.0067
40, 1, 0.0116
40, 2, 0.0233
40, 3, 0.0345
40, 4, 0.0738
40, 5, 0.1363
40, 6, 0.3103
40, 7, 0.5571
40, 8, 0.2505
40, 9, 0.0794
40, 10, 0.0379
40, 11, 0.0648
40, 12, 0.1581
40, 13, 0.258
40, 14, 0.6709
40, 15, 0.2578
40, 16, 0.1132
40, 17, 0.1169
40, 18, 0.3546
40, 19, 0.4785
40, 20, 0.3013
40, 21, 0.647
40, 22, 0.22
40, 23, 0.0782
40, 24, 0.1381
40, 25, 0.2788
40, 26, 0.5893
40, 27, 0.1901
40, 28, 0.2163
40, 29, 0.7794
40, 30, 0.3054
40, 31, 0.5818
40, 32, 0.7702
40, 33, 0.3157
40, 34, 0.5712
40, 35, 0.4185
40, 36, 0.3486
40, 37, 0.51
40, 38, 0.6777
40, 39, 0.7002
40, 40, 0.8517
41, 0, 0.0112
41, 1, 0.0152
41, 2, 0.0308
41, 3, 0.0522
41, 4, 0.0657
41, 5, 0.1361
41, 6, 0.2556
41, 7, 0.4985
41, 8, 0.2219
41, 9, 0.0699
41, 10, 0.0613
41, 11, 0.0709
41, 12, 0.1329
41, 13, 0.3048
41, 14, 0.5134
41, 15, 0.2184
41, 16, 0.0905
41, 17, 0.1397
41, 18, 0.2663
41, 19, 0.5633
41, 20, 0.2183
41, 21, 0.5114
41, 22, 0.2425
41, 23, 0.0934
41, 24, 0.1617
41, 25, 0.3089
41, 26, 0.6855
41, 27, 0.1571
41, 28, 0.3176
41, 29, 0.5234
41, 30, 0.3629
41, 31, 0.5264
41, 32, 0.5901
41, 33, 0.3056
41, 34, 0.5986
41, 35, 0.5865
41, 36, 0.3124
41, 37, 0.6774
41, 38, 0.7788
41, 39, 0.572
41, 40, 0.6025
41, 41, 0.8947
42, 0, 0.0033
42, 1, 0.0081
42, 2, 0.0132
42, 3, 0.0287
42, 4, 0.0558
42, 5, 0.0642
42, 6, 0.1421
42, 7, 0.252
42, 8, 0.4906
42, 9, 0.2136
42, 10, 0.0308
42, 11, 0.0631
42, 12, 0.0668
42, 13, 0.1289
42, 14, 0.3058
42, 15, 0.5018
42, 16, 0.2062
42, 17, 0.0791
42, 18, 0.1346
42, 19, 0.2519
42, 20, 0.5579
42, 21, 0.2519
42, 22, 0.4936
42, 23, 0.0567
42, 24, 0.086
42, 25, 0.1501
42, 26, 0.2981
42, 27, 0.069
42, 28, 0.1517
42, 29, 0.3096
42, 30, 0.1294
42, 31, 0.3611
42, 32, 0.3088
42, 33, 0.1797
42, 34, 0.3085
42, 35, 0.2951
42, 36, 0.161
42, 37, 0.3541
42, 38, 0.3057
42, 39, 0.4069
42, 40, 0.2865
42, 41, 0.3193
42, 42, 0.8291
43, 0, 0.001
43, 1, 0.0044
43, 2, 0.0093
43, 3, 0.0141
43, 4, 0.0282
43, 5, 0.0526
43, 6, 0.0641
43, 7, 0.1297
43, 8, 0.2369
43, 9, 0.473
43, 10, 0.0126
43, 11, 0.0255
43, 12, 0.0615
43, 13, 0.0696
43, 14, 0.1197
43, 15, 0.2972
43, 16, 0.4546
43, 17, 0.0538
43, 18, 0.0674
43, 19, 0.1377
43, 20, 0.2413
43, 21, 0.1377
43, 22, 0.2468
43, 23, 0.0234
43, 24, 0.0538
43, 25, 0.0876
43, 26, 0.1374
43, 27, 0.0465
43, 28, 0.0706
43, 29, 0.1292
43, 30, 0.0578
43, 31, 0.1265
43, 32, 0.1068
43, 33, 0.067
43, 34, 0.1781
43, 35, 0.1237
43, 36, 0.077
43, 37, 0.154
43, 38, 0.1217
43, 39, 0.1259
43, 40, 0.1199
43, 41, 0.127
43, 42, 0.2912
43, 43, 0.8268
44, 0, 0.0014
44, 1, 0.0011
44, 2, 0.0028
44, 3, 0.0053
44, 4, 0.0171
44, 5, 0.045
44, 6, 0.0633
44, 7, 0.1328
44, 8, 0.2491
44, 9, 0.4543
44, 10, 0.006
44, 11, 0.0172
44, 12, 0.0378
44, 13, 0.0507
44, 14, 0.1264
44, 15, 0.3012
44, 16, 0.4624
44, 17, 0.0475
44, 18, 0.0521
44, 19, 0.1122
44, 20, 0.2289
44, 21, 0.1046
44, 22, 0.2097
44, 23, 0.0197
44, 24, 0.0455
44, 25, 0.0546
44, 26, 0.1049
44, 27, 0.0455
44, 28, 0.0565
44, 29, 0.1042
44, 30, 0.0571
44, 31, 0.1262
44, 32, 0.1467
44, 33, 0.07
44, 34, 0.1087
44, 35, 0.1149
44, 36, 0.0622
44, 37, 0.1075
44, 38, 0.1248
44, 39, 0.1346
44, 40, 0.1235
44, 41, 0.1544
44, 42, 0.2621
44, 43, 0.566
44, 44, 0.8786
45, 0, 0.0034
45, 1, 0.0076
45, 2, 0.0145
45, 3, 0.0217
45, 4, 0.0473
45, 5, 0.0622
45, 6, 0.1308
45, 7, 0.2476
45, 8, 0.4869
45, 9, 0.2078
45, 10, 0.0243
45, 11, 0.0451
45, 12, 0.0749
45, 13, 0.1288
45, 14, 0.2971
45, 15, 0.5079
45, 16, 0.2062
45, 17, 0.0529
45, 18, 0.1572
45, 19, 0.2459
45, 20, 0.5248
45, 21, 0.292
45, 22, 0.4785
45, 23, 0.06
45, 24, 0.0682
45, 25, 0.145
45, 26, 0.2861
45, 27, 0.0873
45, 28, 0.1109
45, 29, 0.3527
45, 30, 0.1449
45, 31, 0.2552
45, 32, 0.3467
45, 33, 0.1429
45, 34, 0.2987
45, 35, 0.2075
45, 36, 0.1787
45, 37, 0.2744
45, 38, 0.3454
45, 39, 0.2972
45, 40, 0.3861
45, 41, 0.3087
45, 42, 0.6858
45, 43, 0.2629
45, 44, 0.2537
45, 45, 0.8486
46, 0, 0.0031
46, 1, 0.005
46, 2, 0.0114
46, 3, 0.0192
46, 4, 0.0422
46, 5, 0.066
46, 6, 0.1362
46, 7, 0.2583
46, 8, 0.4973
46, 9, 0.2188
46, 10, 0.0218
46, 11, 0.0497
46, 12, 0.0514
46, 13, 0.1319
46, 14, 0.3035
46, 15, 0.5043
46, 16, 0.2208
46, 17, 0.067
46, 18, 0.1199
46, 19, 0.2585
46, 20, 0.5647
46, 21, 0.2191
46, 22, 0.5008
46, 23, 0.0611
46, 24, 0.0645
46, 25, 0.1216
46, 26, 0.2498
46, 27, 0.0684
46, 28, 0.1357
46, 29, 0.256
46, 30, 0.146
46, 31, 0.3036
46, 32, 0.3426
46, 33, 0.142
46, 34, 0.2635
46, 35, 0.2613
46, 36, 0.1529
46, 37, 0.2604
46, 38, 0.3043
46, 39, 0.3147
46, 40, 0.3113
46, 41, 0.3534
46, 42, 0.6815
46, 43, 0.2443
46, 44, 0.339
46, 45, 0.6203
46, 46, 0.8808
47, 0, 0.0029
47, 1, 0.0069
47, 2, 0.0146
47, 3, 0.0164
47, 4, 0.0333
47, 5, 0.065
47, 6, 0.1149
47, 7, 0.248
47, 8, 0.4826
47, 9, 0.2016
47, 10, 0.0198
47, 11, 0.0344
47, 12, 0.0727
47, 13, 0.1116
47, 14, 0.2198
47, 15, 0.5523
47, 16, 0.2099
47, 17, 0.0663
47, 18, 0.1291
47, 19, 0.2699
47, 20, 0.4157
47, 21, 0.2851
47, 22, 0.4915
47, 23, 0.0378
47, 24, 0.0784
47, 25, 0.1497
47, 26, 0.259
47, 27, 0.0852
47, 28, 0.1171
47, 29, 0.2475
47, 30, 0.137
47, 31, 0.2157
47, 32, 0.2507
47, 33, 0.1404
47, 34, 0.3457
47, 35, 0.2671
47, 36, 0.1828
47, 37, 0.2516
47, 38, 0.3131
47, 39, 0.2637
47, 40, 0.2857
47, 41, 0.2963
47, 42, 0.569
47, 43, 0.3421
47, 44, 0.3026
47, 45, 0.6306
47, 46, 0.5776
47, 47, 0.843
48, 0, 0.0051
48, 1, 0.0131
48, 2, 0.0187
48, 3, 0.0593
48, 4, 0.1324
48, 5, 0.3611
48, 6, 0.7978
48, 7, 0.3628
48, 8, 0.1091
48, 9, 0.0272
48, 10, 0.049
48, 11, 0.1383
48, 12, 0.3667
48, 13, 0.7032
48, 14, 0.3526
48, 15, 0.1591
48, 16, 0.0697
48, 17, 0.3549
48, 18, 0.784
48, 19, 0.3092
48, 20, 0.1108
48, 21, 0.36
48, 22, 0.0909
48, 23, 0.0974
48, 24, 0.3492
48, 25, 0.6836
48, 26, 0.3319
48, 27, 0.3163
48, 28, 0.6832
48, 29, 0.3569
48, 30, 0.5968
48, 31, 0.3521
48, 32, 0.3042
48, 33, 0.7878
48, 34, 0.3023
48, 35, 0.3134
48, 36, 0.5819
48, 37, 0.3513
48, 38, 0.2953
