# primitive_MRO = (<class 'qiskit_aer.primitives.sampler_v2.SamplerV2'>, <class 'qiskit.primitives.base.base_sampler.BaseSamplerV2'>, <class 'abc.ABC'>, <class 'object'>)
# num_shots = 10000
# encoding_layer_config = {'n_layers': 1, 'initial_layer': 'ry', 'entangling_layer': 'ryy', 'n_atom_to_qubit': 1, 'interleaved': None}
# noise_model_path = /Users/dilhan.manawadu/Projects/quantum-molecular-encodings/data/fig4/../../data/backends/ibm_pittsburgh_2025-08-10T18:59:40+00:00_noise_model.pkl
# backend_target_path = /Users/dilhan.manawadu/Projects/quantum-molecular-encodings/data/fig4/../../data/backends/ibm_pittsburgh_2025-08-10T18:59:40+00:00_target.pkl
# sampler_type = noisy_aer
# i, j, expectation-value
30, 8, 0.0023
30, 9, 0.0029
30, 10, 0.096
30, 11, 0.0251
30, 12, 0.0109
30, 13, 0.183
30, 14, 0.0108
30, 15, 0.0103
30, 16, 0.0044
30, 17, 0.0317
30, 18, 0.0215
30, 19, 0.0559
30, 20, 0.0046
30, 21, 0.0054
30, 22, 0.0182
30, 23, 0.0418
30, 24, 0.0306
30, 25, 0.0456
30, 26, 0.0512
30, 27, 0.0566
30, 28, 0.1044
30, 29, 0.0065
30, 30, 0.93
31, 0, 0.0032
31, 1, 0.0063
31, 2, 0.0174
31, 3, 0.0813
31, 4, 0.0181
31, 5, 0.0404
31, 6, 0.0493
31, 7, 0.0343
31, 8, 0.0111
31, 9, 0.0032
31, 10, 0.016
31, 11, 0.0961
31, 12, 0.0241
31, 13, 0.0091
31, 14, 0.1799
31, 15, 0.0101
31, 16, 0.0078
31, 17, 0.2132
31, 18, 0.0319
31, 19, 0.019
31, 20, 0.0526
31, 21, 0.0186
31, 22, 0.0063
31, 23, 0.0228
31, 24, 0.0421
31, 25, 0.03
31, 26, 0.0468
31, 27, 0.0015
31, 28, 0.0616
31, 29, 0.1053
31, 30, 0.0067
31, 31, 0.9189
32, 0, 0.0091
32, 1, 0.0216
32, 2, 0.0291
32, 3, 0.0182
32, 4, 0.0158
32, 5, 0.0412
32, 6, 0.0563
32, 7, 0.0368
32, 8, 0.0094
32, 9, 0.0028
32, 10, 0.0805
32, 11, 0.0101
32, 12, 0.0109
32, 13, 0.0115
32, 14, 0.1753
32, 15, 0.0099
32, 16, 0.0063
32, 17, 0.0267
32, 18, 0.0099
32, 19, 0.0201
32, 20, 0.0523
32, 21, 0.0075
32, 22, 0.0063
32, 23, 0.0198
32, 24, 0.025
32, 25, 0.0068
32, 26, 0.0455
32, 27, 0.0419
32, 28, 0.0056
32, 29, 0.0296
32, 30, 0.0515
32, 31, 0.0982
32, 32, 0.9031
33, 0, 0.0261
33, 1, 0.0247
33, 2, 0.0621
33, 3, 0.0609
33, 4, 0.0237
33, 5, 0.0352
33, 6, 0.1001
33, 7, 0.0353
33, 8, 0.0104
33, 9, 0.01
33, 10, 0.0146
33, 11, 0.1105
33, 12, 0.0753
33, 13, 0.0044
33, 14, 0.0333
33, 15, 0.0256
33, 16, 0.0087
33, 17, 0.0571
33, 18, 0.2445
33, 19, 0.0032
33, 20, 0.0103
33, 21, 0.0722
33, 22, 0.001
33, 23, 0.0307
33, 24, 0.2809
33, 25, 0.0433
33, 26, 0.0019
33, 27, 0.0297
33, 28, 0.1031
33, 29, 0.076
33, 30, 0.0271
33, 31, 0.0529
33, 32, 0.0303
33, 33, 0.8951
34, 0, 0.0093
34, 1, 0.0217
34, 2, 0.0262
34, 3, 0.0631
34, 4, 0.0659
34, 5, 0.0205
34, 6, 0.0353
34, 7, 0.1021
34, 8, 0.0335
34, 9, 0.0103
34, 10, 0.0109
34, 11, 0.0144
34, 12, 0.0995
34, 13, 0.0714
34, 14, 0.0046
34, 15, 0.0347
34, 16, 0.025
34, 17, 0.0123
34, 18, 0.055
34, 19, 0.2371
34, 20, 0.0024
34, 21, 0.1756
34, 22, 0.0689
34, 23, 0.0079
34, 24, 0.0299
34, 25, 0.258
34, 26, 0.0468
34, 27, 0.0205
34, 28, 0.0319
34, 29, 0.1008
34, 30, 0.0148
34, 31, 0.0268
34, 32, 0.001
34, 33, 0.0143
34, 34, 0.9095
35, 0, 0.0051
35, 1, 0.008
35, 2, 0.0151
35, 3, 0.0363
35, 4, 0.0123
35, 5, 0.0201
35, 6, 0.01
35, 7, 0.0308
35, 8, 0.0095
35, 9, 0.0036
35, 10, 0.0065
35, 11, 0.062
35, 12, 0.015
35, 13, 0.0542
35, 14, 0.0211
35, 15, 0.0113
35, 16, 0.0073
35, 17, 0.1026
35, 18, 0.0019
35, 19, 0.1711
35, 20, 0.0066
35, 21, 0.0054
35, 22, 0.0552
35, 23, 0.0169
35, 24, 0.0239
35, 25, 0.0303
35, 26, 0.0375
35, 27, 0.001
35, 28, 0.2734
35, 29, 0.0344
35, 30, 0.0344
35, 31, 0.1087
35, 32, 0.0127
35, 33, 0.0342
35, 34, 0.1055
35, 35, 0.9114
36, 0, 0.0205
36, 1, 0.0456
36, 2, 0.0894
36, 3, 0.0397
36, 4, 0.0436
36, 5, 0.0118
36, 6, 0.0223
36, 7, 0.0058
36, 8, 0.0024
36, 9, 0.0019
36, 10, 0.1894
36, 11, 0.0272
36, 12, 0.0563
36, 13, 0.0474
36, 14, 0.0054
36, 15, 0.004
36, 16, 0.0037
36, 17, 0.0026
36, 18, 0.0321
36, 19, 0.0159
36, 20, 0.0021
36, 21, 0.011
36, 22, 0.0061
36, 23, 0.0413
36, 24, 0.03
36, 25, 0.1765
36, 26, 0.0144
36, 27, 0.2795
36, 28, 0.003
36, 29, 0.0108
36, 30, 0.2398
36, 31, 0.0079
36, 32, 0.0283
36, 33, 0.0253
36, 34, 0.05
36, 35, 0.001
36, 36, 0.9168
37, 0, 0.0207
37, 1, 0.0249
37, 2, 0.0435
37, 3, 0.0836
37, 4, 0.0403
37, 5, 0.0405
37, 6, 0.0118
37, 7, 0.0212
37, 8, 0.0075
37, 9, 0.0019
37, 10, 0.0163
37, 11, 0.1908
37, 12, 0.0276
37, 13, 0.0515
37, 14, 0.0474
37, 15, 0.0051
37, 16, 0.0047
37, 17, 0.2009
37, 18, 0.0024
37, 19, 0.0347
37, 20, 0.0117
37, 21, 0.0248
37, 22, 0.0091
37, 23, 0.0494
37, 24, 0.0403
37, 25, 0.0319
37, 26, 0.177
37, 27, 0.0016
37, 28, 0.276
37, 29, 0.0044
37, 30, 0.0296
37, 31, 0.234
37, 32, 0.028
37, 33, 0.0315
37, 34, 0.0257
37, 35, 0.1731
37, 36, 0.0012
37, 37, 0.9152
38, 0, 0.0064
38, 1, 0.0139
38, 2, 0.0812
38, 3, 0.0173
38, 4, 0.0342
38, 5, 0.0386
38, 6, 0.0105
38, 7, 0.0191
38, 8, 0.0069
38, 9, 0.0026
38, 10, 0.0786
38, 11, 0.0215
38, 12, 0.0079
38, 13, 0.0492
38, 14, 0.0472
38, 15, 0.0068
38, 16, 0.0045
38, 17, 0.0271
38, 18, 0.0069
38, 19, 0.0327
38, 20, 0.0135
38, 21, 0.0216
38, 22, 0.0093
38, 23, 0.039
38, 24, 0.0254
38, 25, 0.0149
38, 26, 0.1758
38, 27, 0.044
38, 28, 0.0312
38, 29, 0.0222
38, 30, 0.2788
38, 31, 0.0272
38, 32, 0.2424
38, 33, 0.0096
38, 34, 0.0081
38, 35, 0.02
38, 36, 0.0727
38, 37, 0.1034
38, 38, 0.9014
39, 0, 0.0216
39, 1, 0.0212
39, 2, 0.0445
39, 3, 0.0501
39, 4, 0.0197
39, 5, 0.0236
39, 6, 0.034
39, 7, 0.0168
39, 8, 0.0072
39, 9, 0.003
39, 10, 0.0105
39, 11, 0.0936
39, 12, 0.0533
39, 13, 0.0025
39, 14, 0.1082
39, 15, 0.0081
39, 16, 0.0043
39, 17, 0.0416
39, 18, 0.0719
39, 19, 0.0379
39, 20, 0.0308
39, 21, 0.0416
39, 22, 0.0139
39, 23, 0.027
39, 24, 0.213
39, 25, 0.0156
39, 26, 0.0031
39, 27, 0.0211
39, 28, 0.0347
39, 29, 0.2305
39, 30, 0.0069
39, 31, 0.1685
39, 32, 0.1046
39, 33, 0.2498
39, 34, 0.0346
39, 35, 0.0039
39, 36, 0.0081
39, 37, 0.0993
39, 38, 0.0322
39, 39, 0.8962
40, 0, 0.0076
40, 1, 0.0104
40, 2, 0.0275
40, 3, 0.0099
40, 4, 0.0203
40, 5, 0.009
40, 6, 0.0084
40, 7, 0.0074
40, 8, 0.0019
40, 9, 0.0011
40, 10, 0.0483
40, 11, 0.0097
40, 12, 0.0377
40, 13, 0.0071
40, 14, 0.0338
40, 15, 0.0026
40, 16, 0.0013
40, 17, 0.0017
40, 18, 0.0551
40, 19, 0.0004
40, 20, 0.0089
40, 21, 0.0318
40, 22, 0.0005
40, 23, 0.017
40, 24, 0.0243
40, 25, 0.0082
40, 26, 0.018
40, 27, 0.2106
40, 28, 0.0115
40, 29, 0.1583
40, 30, 0.0324
40, 31, 0.0042
40, 32, 0.172
40, 33, 0.0312
40, 34, 0.0212
40, 35, 0.018
40, 36, 0.056
40, 37, 0.0293
40, 38, 0.1
40, 39, 0.0906
40, 40, 0.8935
41, 0, 0.0178
41, 1, 0.0434
41, 2, 0.0441
41, 3, 0.0163
41, 4, 0.0229
41, 5, 0.0255
41, 6, 0.0067
41, 7, 0.0103
41, 8, 0.0043
41, 9, 0.0013
41, 10, 0.0864
41, 11, 0.0453
41, 12, 0.0015
41, 13, 0.03
41, 14, 0.0258
41, 15, 0.0035
41, 16, 0.0023
41, 17, 0.0571
41, 18, 0.0114
41, 19, 0.0176
41, 20, 0.0108
41, 21, 0.0111
41, 22, 0.0061
41, 23, 0.1874
41, 24, 0.0114
41, 25, 0.001
41, 26, 0.0984
41, 27, 0.0259
41, 28, 0.0675
41, 29, 0.0315
41, 30, 0.0502
41, 31, 0.0629
41, 32, 0.0449
41, 33, 0.0124
41, 34, 0.0005
41, 35, 0.0451
41, 36, 0.0312
41, 37, 0.2167
41, 38, 0.1669
41, 39, 0.0359
41, 40, 0.0037
41, 41, 0.8753
42, 0, 0.0166
42, 1, 0.0199
42, 2, 0.0431
42, 3, 0.0463
42, 4, 0.0185
42, 5, 0.0218
42, 6, 0.0241
42, 7, 0.0065
42, 8, 0.0116
42, 9, 0.0036
42, 10, 0.0086
42, 11, 0.0816
42, 12, 0.0441
42, 13, 0.0021
42, 14, 0.0323
42, 15, 0.0297
42, 16, 0.0036
42, 17, 0.0371
42, 18, 0.0522
42, 19, 0.0127
42, 20, 0.0221
42, 21, 0.0127
42, 22, 0.0118
42, 23, 0.0217
42, 24, 0.1801
42, 25, 0.0115
42, 26, 0.0015
42, 27, 0.0227
42, 28, 0.0198
42, 29, 0.0727
42, 30, 0.0043
42, 31, 0.0517
42, 32, 0.0325
42, 33, 0.1999
42, 34, 0.0111
42, 35, 0.0012
42, 36, 0.005
42, 37, 0.0311
42, 38, 0.0107
42, 39, 0.259
42, 40, 0.0287
42, 41, 0.0097
42, 42, 0.8719
43, 0, 0.0052
43, 1, 0.0196
43, 2, 0.0195
43, 3, 0.0402
43, 4, 0.0428
43, 5, 0.0157
43, 6, 0.0232
43, 7, 0.0215
43, 8, 0.0066
43, 9, 0.0125
43, 10, 0.0067
43, 11, 0.0096
43, 12, 0.0765
43, 13, 0.0426
43, 14, 0.0026
43, 15, 0.0316
43, 16, 0.0244
43, 17, 0.0089
43, 18, 0.0368
43, 19, 0.0509
43, 20, 0.0112
43, 21, 0.0398
43, 22, 0.0148
43, 23, 0.004
43, 24, 0.02
43, 25, 0.1632
43, 26, 0.0112
43, 27, 0.0153
43, 28, 0.0182
43, 29, 0.0252
43, 30, 0.009
43, 31, 0.0056
43, 32, 0.0003
43, 33, 0.0094
43, 34, 0.1769
43, 35, 0.0229
43, 36, 0.0362
43, 37, 0.0053
43, 38, 0.0017
43, 39, 0.0077
43, 40, 0.0052
43, 41, 0.0003
43, 42, 0.0097
43, 43, 0.8772
44, 0, 0.0067
44, 1, 0.0183
44, 2, 0.0194
44, 3, 0.004
44, 4, 0.0081
44, 5, 0.0108
44, 6, 0.0203
44, 7, 0.0221
44, 8, 0.0056
44, 9, 0.0121
44, 10, 0.0244
44, 11, 0.0191
44, 12, 0.001
44, 13, 0.0043
44, 14, 0.0052
44, 15, 0.0308
44, 16, 0.0208
44, 17, 0.0179
44, 18, 0.001
44, 19, 0.0042
44, 20, 0.0035
44, 21, 0.0008
44, 22, 0.0011
44, 23, 0.0788
44, 24, 0.0059
44, 25, 0.0058
44, 26, 0.0025
44, 27, 0.0107
44, 28, 0.0089
44, 29, 0.0007
44, 30, 0.0084
44, 31, 0.0086
44, 32, 0.0086
44, 33, 0.0118
44, 34, 0.0067
44, 35, 0.01
44, 36, 0.0213
44, 37, 0.0054
44, 38, 0.005
44, 39, 0.0023
44, 40, 0.0042
44, 41, 0.0259
44, 42, 0.0043
44, 43, 0.0244
44, 44, 0.8426
45, 0, 0.0051
45, 1, 0.0107
45, 2, 0.0249
45, 3, 0.009
45, 4, 0.0163
45, 5, 0.0082
45, 6, 0.007
45, 7, 0.0021
45, 8, 0.0048
45, 9, 0.0011
45, 10, 0.0409
45, 11, 0.0083
45, 12, 0.0366
45, 13, 0.0051
45, 14, 0.0102
45, 15, 0.0078
45, 16, 0.0013
45, 17, 0.0019
45, 18, 0.0341
45, 19, 0.0004
45, 20, 0.0052
45, 21, 0.0094
45, 22, 0.0053
45, 23, 0.0159
45, 24, 0.0203
45, 25, 0.0081
45, 26, 0.0051
45, 27, 0.1897
45, 28, 0.0094
45, 29, 0.0461
45, 30, 0.0246
45, 31, 0.003
45, 32, 0.0532
45, 33, 0.0224
45, 34, 0.0054
45, 35, 0.0044
45, 36, 0.0374
45, 37, 0.0105
45, 38, 0.0286
45, 39, 0.0304
45, 40, 0.2695
45, 41, 0.0006
45, 42, 0.0977
45, 43, 0.006
45, 44, 0.0072
45, 45, 0.8925
46, 0, 0.0037
46, 1, 0.0096
46, 2, 0.0146
46, 3, 0.0164
46, 4, 0.0109
46, 5, 0.0227
46, 6, 0.023
46, 7, 0.0061
46, 8, 0.011
46, 9, 0.0036
46, 10, 0.0758
46, 11, 0.0206
46, 12, 0.0019
46, 13, 0.0055
46, 14, 0.0287
46, 15, 0.0293
46, 16, 0.0031
46, 17, 0.0506
46, 18, 0.0017
46, 19, 0.004
46, 20, 0.0199
46, 21, 0.0004
46, 22, 0.0105
46, 23, 0.0836
46, 24, 0.0113
46, 25, 0.0054
46, 26, 0.0077
46, 27, 0.0232
46, 28, 0.012
46, 29, 0.0029
46, 30, 0.0093
46, 31, 0.0681
46, 32, 0.0526
46, 33, 0.0115
46, 34, 0.005
46, 35, 0.0084
46, 36, 0.0247
46, 37, 0.0184
46, 38, 0.0132
46, 39, 0.0136
46, 40, 0.0311
46, 41, 0.0694
46, 42, 0.0462
46, 43, 0.005
46, 44, 0.0685
46, 45, 0.0976
46, 46, 0.8591
47, 0, 0.0075
47, 1, 0.011
47, 2, 0.0244
47, 3, 0.0067
47, 4, 0.0107
47, 5, 0.0041
47, 6, 0.0048
47, 7, 0.0058
47, 8, 0.0049
47, 9, 0.0009
47, 10, 0.0453
47, 11, 0.0057
47, 12, 0.0163
47, 13, 0.0101
47, 14, 0.0007
47, 15, 0.0221
47, 16, 0.0011
47, 17, 0.0005
47, 18, 0.0073
47, 19, 0.0133
47, 20, 0.0061
47, 21, 0.0093
47, 22, 0.0081
47, 23, 0.0092
47, 24, 0.011
47, 25, 0.0391
47, 26, 0.0028
47, 27, 0.0929
47, 28, 0.0006
47, 29, 0.0048
47, 30, 0.0539
47, 31, 0.0061
47, 32, 0.0027
47, 33, 0.0057
47, 34, 0.0539
47, 35, 0.0009
47, 36, 0.2037
47, 37, 0.0004
47, 38, 0.016
47, 39, 0.0034
47, 40, 0.031
47, 41, 0.0084
47, 42, 0.0119
47, 43, 0.049
47, 44, 0.0328
47, 45, 0.0914
47, 46, 0.0365
47, 47, 0.8072
48, 0, 0.009
48, 1, 0.0076
48, 2, 0.0052
48, 3, 0.0325
48, 4, 0.1058
48, 5, 0.0561
48, 6, 0.177
48, 7, 0.0517
48, 8, 0.0213
48, 9, 0.0171
48, 10, 0.001
48, 11, 0.0203
48, 12, 0.0567
48, 13, 0.103
48, 14, 0.0576
48, 15, 0.0417
48, 16, 0.0179
48, 17, 0.029
48, 18, 0.1784
48, 19, 0.0327
48, 20, 0.0179
48, 21, 0.0503
48, 22, 0.0121
48, 23, 0.0136
48, 24, 0.0543
48, 25, 0.1039
48, 26, 0.0324
48, 27, 0.0321
48, 28, 0.1037
48, 29, 0.0532
48, 30, 0.0205
48, 31, 0.0313
48, 32, 0.0102
48, 33, 0.1752
48, 34, 0.0304
48, 35, 0.0309
48, 36, 0.0056
48, 37, 0.0316
48, 38, 0.0051
