# primitive_MRO = (<class 'qiskit.primitives.statevector_sampler.StatevectorSampler'>, <class 'qiskit.primitives.base.base_sampler.BaseSamplerV2'>, <class 'abc.ABC'>, <class 'object'>)
# num_shots = 10000
# encoding_layer_config = {'n_layers': 1, 'initial_layer': 'ry', 'entangling_layer': 'rzz', 'n_atom_to_qubit': 1, 'interleaved': None}
# noise_model_path = ../data/backends/fez_2024_12_22.noise_model.pkl
# backend_path = ../data/backends/fez_2024_12_22.backend_image.pkl
# sampler_type = statevector
# i, j, expectation-value
29, 13, 0.0247
29, 14, 0.2701
29, 15, 0.0207
29, 16, 0.0053
29, 17, 0.0234
29, 18, 0.3557
29, 19, 0.0007
29, 20, 0.0966
29, 21, 0.265
29, 22, 0.0052
29, 23, 0.012
29, 24, 0.0042
29, 25, 0.0869
29, 26, 0.158
29, 27, 0.0211
29, 28, 0.0087
29, 29, 1.0
30, 0, 0.0565
30, 1, 0.0238
30, 2, 0.1161
30, 3, 0.0471
30, 4, 0.0201
30, 5, 0.0921
30, 6, 0.0682
30, 7, 0.0251
30, 8, 0.0198
30, 9, 0.0114
30, 10, 0.1699
30, 11, 0.0128
30, 12, 0.0233
30, 13, 0.2671
30, 14, 0.0231
30, 15, 0.0048
30, 16, 0.011
30, 17, 0.0858
30, 18, 0.0385
30, 19, 0.0937
30, 20, 0.0168
30, 21, 0.0238
30, 22, 0.0704
30, 23, 0.0156
30, 24, 0.073
30, 25, 0.0692
30, 26, 0.0915
30, 27, 0.0874
30, 28, 0.1484
30, 29, 0.0058
30, 30, 1.0
31, 0, 0.0403
31, 1, 0.0563
31, 2, 0.0229
31, 3, 0.1141
31, 4, 0.044
31, 5, 0.0182
31, 6, 0.0914
31, 7, 0.0688
31, 8, 0.0239
31, 9, 0.0159
31, 10, 0.0301
31, 11, 0.1692
31, 12, 0.0123
31, 13, 0.0235
31, 14, 0.2615
31, 15, 0.0258
31, 16, 0.0055
31, 17, 0.0683
31, 18, 0.0856
31, 19, 0.0409
31, 20, 0.0946
31, 21, 0.0475
31, 22, 0.0242
31, 23, 0.0377
31, 24, 0.0173
31, 25, 0.0715
31, 26, 0.0723
31, 27, 0.0047
31, 28, 0.0894
31, 29, 0.1481
31, 30, 0.0129
31, 31, 1.0
32, 0, 0.0367
32, 1, 0.017
32, 2, 0.0793
32, 3, 0.0303
32, 4, 0.0456
32, 5, 0.0182
32, 6, 0.0998
32, 7, 0.0693
32, 8, 0.0261
32, 9, 0.0163
32, 10, 0.1137
32, 11, 0.0409
32, 12, 0.0062
32, 13, 0.0249
32, 14, 0.2633
32, 15, 0.0229
32, 16, 0.0044
32, 17, 0.0093
32, 18, 0.0263
32, 19, 0.0396
32, 20, 0.0937
32, 21, 0.0178
32, 22, 0.0208
32, 23, 0.0444
32, 24, 0.0347
32, 25, 0.0063
32, 26, 0.0703
32, 27, 0.0203
32, 28, 0.0162
32, 29, 0.0698
32, 30, 0.0894
32, 31, 0.1487
32, 32, 1.0
33, 0, 0.0514
33, 1, 0.0831
33, 2, 0.1649
33, 3, 0.0491
33, 4, 0.0623
33, 5, 0.0311
33, 6, 0.1467
33, 7, 0.0494
33, 8, 0.0326
33, 9, 0.0247
33, 10, 0.0636
33, 11, 0.2456
33, 12, 0.0855
33, 13, 0.0016
33, 14, 0.0858
33, 15, 0.0116
33, 16, 0.0229
33, 17, 0.0934
33, 18, 0.2735
33, 19, 0.0015
33, 20, 0.0576
33, 21, 0.0975
33, 22, 0.0016
33, 23, 0.1016
33, 24, 0.3538
33, 25, 0.1007
33, 26, 0.0156
33, 27, 0.0308
33, 28, 0.1455
33, 29, 0.0811
33, 30, 0.055
33, 31, 0.0959
33, 32, 0.1096
33, 33, 1.0
34, 0, 0.0352
34, 1, 0.0551
34, 2, 0.0786
34, 3, 0.1667
34, 4, 0.044
34, 5, 0.059
34, 6, 0.0354
34, 7, 0.1522
34, 8, 0.0507
34, 9, 0.0359
34, 10, 0.0431
34, 11, 0.0576
34, 12, 0.2461
34, 13, 0.0809
34, 14, 0.0008
34, 15, 0.0819
34, 16, 0.0108
34, 17, 0.097
34, 18, 0.0925
34, 19, 0.2721
34, 20, 0.0021
34, 21, 0.2688
34, 22, 0.0925
34, 23, 0.0233
34, 24, 0.1058
34, 25, 0.3586
34, 26, 0.0982
34, 27, 0.067
34, 28, 0.0357
34, 29, 0.148
34, 30, 0.0211
34, 31, 0.0572
34, 32, 0.0005
34, 33, 0.0157
34, 34, 1.0
35, 0, 0.0393
35, 1, 0.0529
35, 2, 0.024
35, 3, 0.1196
35, 4, 0.0119
35, 5, 0.0651
35, 6, 0.0254
35, 7, 0.0723
35, 8, 0.0271
35, 9, 0.018
35, 10, 0.0278
35, 11, 0.0447
35, 12, 0.0173
35, 13, 0.0927
35, 14, 0.0406
35, 15, 0.0258
35, 16, 0.0044
35, 17, 0.249
35, 18, 0.0025
35, 19, 0.2696
35, 20, 0.0085
35, 21, 0.0012
35, 22, 0.099
35, 23, 0.0028
35, 24, 0.0587
35, 25, 0.0765
35, 26, 0.0723
35, 27, 0.0044
35, 28, 0.3585
35, 29, 0.0333
35, 30, 0.0553
35, 31, 0.1528
35, 32, 0.0198
35, 33, 0.0317
35, 34, 0.1551
35, 35, 1.0
36, 0, 0.057
36, 1, 0.0229
36, 2, 0.1182
36, 3, 0.0623
36, 4, 0.0168
36, 5, 0.0231
36, 6, 0.0378
36, 7, 0.0206
36, 8, 0.0153
36, 9, 0.0096
36, 10, 0.2402
36, 11, 0.0298
36, 12, 0.0956
36, 13, 0.0728
36, 14, 0.0077
36, 15, 0.0034
36, 16, 0.0106
36, 17, 0.0162
36, 18, 0.0739
36, 19, 0.0242
36, 20, 0.0054
36, 21, 0.0239
36, 22, 0.0155
36, 23, 0.0963
36, 24, 0.0615
36, 25, 0.2685
36, 26, 0.0388
36, 27, 0.3579
36, 28, 0.0062
36, 29, 0.0235
36, 30, 0.2707
36, 31, 0.0201
36, 32, 0.03
36, 33, 0.0614
36, 34, 0.0918
36, 35, 0.0046
36, 36, 1.0
37, 0, 0.038
37, 1, 0.0542
37, 2, 0.0218
37, 3, 0.1149
37, 4, 0.0645
37, 5, 0.0179
37, 6, 0.0234
37, 7, 0.0371
37, 8, 0.0238
37, 9, 0.0149
37, 10, 0.0305
37, 11, 0.239
37, 12, 0.0276
37, 13, 0.0988
37, 14, 0.0736
37, 15, 0.0062
37, 16, 0.002
37, 17, 0.0792
37, 18, 0.016
37, 19, 0.0705
37, 20, 0.0206
37, 21, 0.0525
37, 22, 0.0228
37, 23, 0.0585
37, 24, 0.0898
37, 25, 0.0604
37, 26, 0.269
37, 27, 0.0124
37, 28, 0.3569
37, 29, 0.0072
37, 30, 0.0292
37, 31, 0.2649
37, 32, 0.043
37, 33, 0.1387
37, 34, 0.0638
37, 35, 0.2653
37, 36, 0.0163
37, 37, 1.0
38, 0, 0.0403
38, 1, 0.0162
38, 2, 0.0778
38, 3, 0.0301
38, 4, 0.0612
38, 5, 0.019
38, 6, 0.0222
38, 7, 0.0424
38, 8, 0.0242
38, 9, 0.0145
38, 10, 0.1099
38, 11, 0.0239
38, 12, 0.0254
38, 13, 0.09
38, 14, 0.0726
38, 15, 0.0073
38, 16, 0.0023
38, 17, 0.0125
38, 18, 0.0341
38, 19, 0.0725
38, 20, 0.0207
38, 21, 0.0492
38, 22, 0.0279
38, 23, 0.0626
38, 24, 0.0403
38, 25, 0.0373
38, 26, 0.2727
38, 27, 0.0857
38, 28, 0.0862
38, 29, 0.0406
38, 30, 0.3554
38, 31, 0.0392
38, 32, 0.2662
38, 33, 0.0449
38, 34, 0.0249
38, 35, 0.0469
38, 36, 0.1567
38, 37, 0.1498
38, 38, 1.0
39, 0, 0.0369
39, 1, 0.0537
39, 2, 0.1135
39, 3, 0.0364
39, 4, 0.0433
39, 5, 0.0197
39, 6, 0.03
39, 7, 0.0349
39, 8, 0.0115
39, 9, 0.0078
39, 10, 0.0449
39, 11, 0.1666
39, 12, 0.0034
39, 13, 0.0086
39, 14, 0.1475
39, 15, 0.0134
39, 16, 0.0002
39, 17, 0.0203
39, 18, 0.081
39, 19, 0.0346
39, 20, 0.0514
39, 21, 0.0577
39, 22, 0.0279
39, 23, 0.0749
39, 24, 0.0748
39, 25, 0.0313
39, 26, 0.0076
39, 27, 0.0145
39, 28, 0.0269
39, 29, 0.2632
39, 30, 0.0341
39, 31, 0.264
39, 32, 0.1803
39, 33, 0.3521
39, 34, 0.0374
39, 35, 0.0008
39, 36, 0.0311
39, 37, 0.1519
39, 38, 0.0704
39, 39, 1.0
40, 0, 0.0372
40, 1, 0.0164
40, 2, 0.0782
40, 3, 0.0097
40, 4, 0.0423
40, 5, 0.0053
40, 6, 0.0258
40, 7, 0.0197
40, 8, 0.0068
40, 9, 0.0043
40, 10, 0.0376
40, 11, 0.0118
40, 12, 0.0182
40, 13, 0.0065
40, 14, 0.0688
40, 15, 0.0071
40, 16, 0.0018
40, 17, 0.0045
40, 18, 0.0951
40, 19, 0.0002
40, 20, 0.0224
40, 21, 0.0713
40, 22, 0.0017
40, 23, 0.0461
40, 24, 0.0101
40, 25, 0.0251
40, 26, 0.0452
40, 27, 0.0783
40, 28, 0.0127
40, 29, 0.2649
40, 30, 0.027
40, 31, 0.0016
40, 32, 0.2682
40, 33, 0.0757
40, 34, 0.0445
40, 35, 0.0154
40, 36, 0.0897
40, 37, 0.0178
40, 38, 0.1568
40, 39, 0.1444
40, 40, 1.0
41, 0, 0.0385
41, 1, 0.0798
41, 2, 0.0243
41, 3, 0.0289
41, 4, 0.0504
41, 5, 0.0239
41, 6, 0.011
41, 7, 0.0278
41, 8, 0.0204
41, 9, 0.0143
41, 10, 0.1093
41, 11, 0.0572
41, 12, 0.0145
41, 13, 0.0316
41, 14, 0.0405
41, 15, 0.0089
41, 16, 0.0038
41, 17, 0.0038
41, 18, 0.0223
41, 19, 0.0344
41, 20, 0.0159
41, 21, 0.0237
41, 22, 0.0132
41, 23, 0.2372
41, 24, 0.0327
41, 25, 0.0148
41, 26, 0.1495
41, 27, 0.0292
41, 28, 0.0884
41, 29, 0.0194
41, 30, 0.0915
41, 31, 0.0603
41, 32, 0.0638
41, 33, 0.046
41, 34, 0.0079
41, 35, 0.0569
41, 36, 0.057
41, 37, 0.2581
41, 38, 0.2637
41, 39, 0.0566
41, 40, 0.0058
41, 41, 1.0
42, 0, 0.0257
42, 1, 0.0338
42, 2, 0.0737
42, 3, 0.0264
42, 4, 0.0259
42, 5, 0.0468
42, 6, 0.0224
42, 7, 0.0139
42, 8, 0.031
42, 9, 0.0193
42, 10, 0.0312
42, 11, 0.1106
42, 12, 0.0643
42, 13, 0.0128
42, 14, 0.0329
42, 15, 0.0401
42, 16, 0.0085
42, 17, 0.0604
42, 18, 0.0044
42, 19, 0.0223
42, 20, 0.0341
42, 21, 0.0111
42, 22, 0.0253
42, 23, 0.0484
42, 24, 0.2371
42, 25, 0.0355
42, 26, 0.0171
42, 27, 0.0456
42, 28, 0.0324
42, 29, 0.0801
42, 30, 0.0417
42, 31, 0.0966
42, 32, 0.0588
42, 33, 0.0753
42, 34, 0.048
42, 35, 0.0157
42, 36, 0.0285
42, 37, 0.0628
42, 38, 0.0507
42, 39, 0.3592
42, 40, 0.0322
42, 41, 0.0206
42, 42, 1.0
43, 0, 0.0162
43, 1, 0.024
43, 2, 0.0392
43, 3, 0.0785
43, 4, 0.0245
43, 5, 0.0284
43, 6, 0.0472
43, 7, 0.0218
43, 8, 0.0119
43, 9, 0.0314
43, 10, 0.0188
43, 11, 0.0322
43, 12, 0.116
43, 13, 0.059
43, 14, 0.0116
43, 15, 0.0321
43, 16, 0.0387
43, 17, 0.0494
43, 18, 0.0616
43, 19, 0.0042
43, 20, 0.0197
43, 21, 0.0218
43, 22, 0.0115
43, 23, 0.0088
43, 24, 0.0513
43, 25, 0.2369
43, 26, 0.0386
43, 27, 0.0301
43, 28, 0.0468
43, 29, 0.03
43, 30, 0.0188
43, 31, 0.0398
43, 32, 0.0049
43, 33, 0.0361
43, 34, 0.076
43, 35, 0.018
43, 36, 0.0574
43, 37, 0.0253
43, 38, 0.0101
43, 39, 0.0157
43, 40, 0.0063
43, 41, 0.0036
43, 42, 0.0218
43, 43, 1.0
44, 0, 0.0176
44, 1, 0.0399
44, 2, 0.0106
44, 3, 0.0138
44, 4, 0.0069
44, 5, 0.0175
44, 6, 0.0349
44, 7, 0.0117
44, 8, 0.0126
44, 9, 0.0222
44, 10, 0.0554
44, 11, 0.0187
44, 12, 0.0014
44, 13, 0.0137
44, 14, 0.012
44, 15, 0.053
44, 16, 0.0426
44, 17, 0.0301
44, 18, 0.0004
44, 19, 0.0074
44, 20, 0.0247
44, 21, 0.0001
44, 22, 0.007
44, 23, 0.0805
44, 24, 0.0232
44, 25, 0.0098
44, 26, 0.0067
44, 27, 0.0255
44, 28, 0.0193
44, 29, 0.0021
44, 30, 0.0183
44, 31, 0.0247
44, 32, 0.0236
44, 33, 0.0255
44, 34, 0.0183
44, 35, 0.0075
44, 36, 0.0394
44, 37, 0.0035
44, 38, 0.0087
44, 39, 0.007
44, 40, 0.0095
44, 41, 0.0258
44, 42, 0.0273
44, 43, 0.0448
44, 44, 1.0
45, 0, 0.0247
45, 1, 0.0087
45, 2, 0.0557
45, 3, 0.0059
45, 4, 0.0304
45, 5, 0.0163
45, 6, 0.0054
45, 7, 0.0066
45, 8, 0.0102
45, 9, 0.0061
45, 10, 0.0256
45, 11, 0.0065
45, 12, 0.0609
45, 13, 0.0088
45, 14, 0.0266
45, 15, 0.0188
45, 16, 0.0021
45, 17, 0.0014
45, 18, 0.0222
45, 19, 0.0045
45, 20, 0.0183
45, 21, 0.0233
45, 22, 0.0149
45, 23, 0.0302
45, 24, 0.0278
45, 25, 0.0239
45, 26, 0.0182
45, 27, 0.2445
45, 28, 0.0009
45, 29, 0.0902
45, 30, 0.0298
45, 31, 0.0022
45, 32, 0.0943
45, 33, 0.0086
45, 34, 0.0374
45, 35, 0.0015
45, 36, 0.0901
45, 37, 0.0033
45, 38, 0.062
45, 39, 0.0813
45, 40, 0.3601
45, 41, 0.0175
45, 42, 0.1513
45, 43, 0.0174
45, 44, 0.0296
45, 45, 1.0
46, 0, 0.0238
46, 1, 0.0547
46, 2, 0.0181
46, 3, 0.0222
46, 4, 0.0107
46, 5, 0.0346
46, 6, 0.0109
46, 7, 0.0129
46, 8, 0.0212
46, 9, 0.0127
46, 10, 0.0796
46, 11, 0.026
46, 12, 0.0004
46, 13, 0.021
46, 14, 0.0501
46, 15, 0.0409
46, 16, 0.0039
46, 17, 0.0629
46, 18, 0.0032
46, 19, 0.0293
46, 20, 0.0436
46, 21, 0.0011
46, 22, 0.0353
46, 23, 0.1138
46, 24, 0.013
46, 25, 0.0029
46, 26, 0.0173
46, 27, 0.0278
46, 28, 0.0153
46, 29, 0.0052
46, 30, 0.0275
46, 31, 0.0969
46, 32, 0.0983
46, 33, 0.0153
46, 34, 0.0036
46, 35, 0.0343
46, 36, 0.0364
46, 37, 0.0272
46, 38, 0.0419
46, 39, 0.0738
46, 40, 0.086
46, 41, 0.1482
46, 42, 0.0986
46, 43, 0.0159
46, 44, 0.1492
46, 45, 0.1491
46, 46, 1.0
47, 0, 0.0264
47, 1, 0.0127
47, 2, 0.0547
47, 3, 0.0276
47, 4, 0.0085
47, 5, 0.0116
47, 6, 0.0066
47, 7, 0.0074
47, 8, 0.0083
47, 9, 0.0029
47, 10, 0.1129
47, 11, 0.0161
47, 12, 0.0444
47, 13, 0.001
47, 14, 0.0024
47, 15, 0.0416
47, 16, 0.0032
47, 17, 0.0089
47, 18, 0.0063
47, 19, 0.0214
47, 20, 0.0081
47, 21, 0.0248
47, 22, 0.014
47, 23, 0.0431
47, 24, 0.0288
47, 25, 0.0176
47, 26, 0.0079
47, 27, 0.1639
47, 28, 0.0017
47, 29, 0.0078
47, 30, 0.0027
47, 31, 0.0195
47, 32, 0.0074
47, 33, 0.0084
47, 34, 0.1007
47, 35, 0.0015
47, 36, 0.0717
47, 37, 0.004
47, 38, 0.0341
47, 39, 0.002
47, 40, 0.0264
47, 41, 0.0318
47, 42, 0.0244
47, 43, 0.0956
47, 44, 0.1083
47, 45, 0.1526
47, 46, 0.0674
47, 47, 1.0
48, 0, 0.0556
48, 1, 0.0767
48, 2, 0.0329
48, 3, 0.0865
48, 4, 0.2462
48, 5, 0.093
48, 6, 0.2768
48, 7, 0.0968
48, 8, 0.0632
48, 9, 0.0416
48, 10, 0.0031
48, 11, 0.1391
48, 12, 0.0962
48, 13, 0.1455
48, 14, 0.093
48, 15, 0.018
48, 16, 0.0418
48, 17, 0.032
48, 18, 0.2652
48, 19, 0.0345
48, 20, 0.0656
48, 21, 0.0914
48, 22, 0.0193
48, 23, 0.0181
48, 24, 0.0966
48, 25, 0.154
48, 26, 0.1376
48, 27, 0.0316
48, 28, 0.1501
48, 29, 0.0885
48, 30, 0.0332
48, 31, 0.0867
48, 32, 0.0474
48, 33, 0.2698
48, 34, 0.0357
48, 35, 0.0282
48, 36, 0.0012
48, 37, 0.1042
48, 38, 0.0342
48, 39, 0.0951
48, 40, 0.0859
48, 41, 0.0256
48, 42, 0.0201
48, 43, 0.0512
48, 44, 0.0123
48, 45, 0.0113
48, 46, 0.0036
48, 47, 0.005
48, 48, 1.0
49, 0, 0.036
49, 1, 0.0535
49, 2, 0.0819
49, 3, 0.037
49, 4, 0.0907
49, 5, 0.2495
49, 6, 0.0911
49, 7, 0.265
49, 8, 0.0935
49, 9, 0.0689
49, 10, 0.0095
49, 11, 0.0023
