# primitive_MRO = (<class 'qiskit.primitives.statevector_sampler.StatevectorSampler'>, <class 'qiskit.primitives.base.base_sampler.BaseSamplerV2'>, <class 'abc.ABC'>, <class 'object'>)
# num_shots = 10000
# encoding_layer_config = {'n_layers': 1, 'initial_layer': 'ry', 'entangling_layer': 'rxx', 'n_atom_to_qubit': 1, 'interleaved': None}
# noise_model_path = ../data/backends/fez_2024_12_22.noise_model.pkl
# backend_path = ../data/backends/fez_2024_12_22.backend_image.pkl
# sampler_type = statevector
# i, j, expectation-value
25, 14, 0.3303
25, 15, 0.1489
25, 16, 0.0656
25, 17, 0.3715
25, 18, 0.8468
25, 19, 0.3378
25, 20, 0.0939
25, 21, 0.3778
25, 22, 0.1063
25, 23, 0.1589
25, 24, 0.3836
25, 25, 1.0
26, 0, 0.0021
26, 1, 0.0071
26, 2, 0.0225
26, 3, 0.0619
26, 4, 0.0962
26, 5, 0.1952
26, 6, 0.3822
26, 7, 0.7403
26, 8, 0.3299
26, 9, 0.1021
26, 10, 0.0513
26, 11, 0.081
26, 12, 0.1894
26, 13, 0.4498
26, 14, 0.7636
26, 15, 0.3188
26, 16, 0.1413
26, 17, 0.1648
26, 18, 0.3743
26, 19, 0.845
26, 20, 0.3382
26, 21, 0.7658
26, 22, 0.3869
26, 23, 0.0691
26, 24, 0.1615
26, 25, 0.3869
26, 26, 1.0
27, 0, 0.0233
27, 1, 0.0412
27, 2, 0.0844
27, 3, 0.1597
27, 4, 0.3845
27, 5, 0.7239
27, 6, 0.3285
27, 7, 0.0977
27, 8, 0.024
27, 9, 0.0054
27, 10, 0.1975
27, 11, 0.3228
27, 12, 0.8523
27, 13, 0.3265
27, 14, 0.1412
27, 15, 0.0579
27, 16, 0.0179
27, 17, 0.6353
27, 18, 0.3766
27, 19, 0.0993
27, 20, 0.0437
27, 21, 0.1183
27, 22, 0.0242
27, 23, 0.3839
27, 24, 0.7603
27, 25, 0.3801
27, 26, 0.1556
27, 27, 1.0
28, 0, 0.0067
28, 1, 0.0247
28, 2, 0.0383
28, 3, 0.0865
28, 4, 0.1686
28, 5, 0.3788
28, 6, 0.7229
28, 7, 0.3227
28, 8, 0.0996
28, 9, 0.0263
28, 10, 0.0747
28, 11, 0.1928
28, 12, 0.3271
28, 13, 0.8501
28, 14, 0.3319
28, 15, 0.1445
28, 16, 0.0657
28, 17, 0.4481
28, 18, 0.634
28, 19, 0.3793
28, 20, 0.0971
28, 21, 0.2889
28, 22, 0.1205
28, 23, 0.1461
28, 24, 0.3688
28, 25, 0.7638
28, 26, 0.3792
28, 27, 0.2849
28, 28, 1.0
29, 0, 0.003
29, 1, 0.0082
29, 2, 0.0229
29, 3, 0.04
29, 4, 0.0872
29, 5, 0.1721
29, 6, 0.3828
29, 7, 0.7252
29, 8, 0.3245
29, 9, 0.0978
29, 10, 0.0321
29, 11, 0.0735
29, 12, 0.1961
29, 13, 0.326
29, 14, 0.8445
29, 15, 0.3157
29, 16, 0.1468
29, 17, 0.1434
29, 18, 0.4578
29, 19, 0.6314
29, 20, 0.3838
29, 21, 0.848
29, 22, 0.2804
29, 23, 0.0708
29, 24, 0.1414
29, 25, 0.3737
29, 26, 0.7559
29, 27, 0.1683
29, 28, 0.2745
29, 29, 1.0
30, 0, 0.0079
30, 1, 0.0112
30, 2, 0.0283
30, 3, 0.071
30, 4, 0.166
30, 5, 0.3885
30, 6, 0.7194
30, 7, 0.3236
30, 8, 0.0941
30, 9, 0.0237
30, 10, 0.089
30, 11, 0.1438
30, 12, 0.3248
30, 13, 0.8453
30, 14, 0.3215
30, 15, 0.1452
30, 16, 0.0632
30, 17, 0.3349
30, 18, 0.6271
30, 19, 0.3857
30, 20, 0.0985
30, 21, 0.2868
30, 22, 0.1175
30, 23, 0.1686
30, 24, 0.3248
30, 25, 0.6456
30, 26, 0.3733
30, 27, 0.3832
30, 28, 0.7321
30, 29, 0.2805
30, 30, 1.0
31, 0, 0.0025
31, 1, 0.0086
31, 2, 0.0126
31, 3, 0.0267
31, 4, 0.0696
31, 5, 0.1684
31, 6, 0.3882
31, 7, 0.7115
31, 8, 0.3262
31, 9, 0.1024
31, 10, 0.0224
31, 11, 0.0896
31, 12, 0.1449
31, 13, 0.3292
31, 14, 0.8461
31, 15, 0.32
31, 16, 0.1422
31, 17, 0.1946
31, 18, 0.3315
31, 19, 0.6273
31, 20, 0.3851
31, 21, 0.6248
31, 22, 0.2819
31, 23, 0.0651
31, 24, 0.1717
31, 25, 0.3373
31, 26, 0.6422
31, 27, 0.1184
31, 28, 0.3795
31, 29, 0.7374
31, 30, 0.2758
31, 31, 1.0
32, 0, 0.0022
32, 1, 0.0026
32, 2, 0.0081
32, 3, 0.0253
32, 4, 0.0732
32, 5, 0.1657
32, 6, 0.3812
32, 7, 0.7221
32, 8, 0.3232
32, 9, 0.094
32, 10, 0.0275
32, 11, 0.0636
32, 12, 0.1426
32, 13, 0.3115
32, 14, 0.847
32, 15, 0.3115
32, 16, 0.1389
32, 17, 0.1456
32, 18, 0.3267
32, 19, 0.6285
32, 20, 0.3805
32, 21, 0.6116
32, 22, 0.2895
32, 23, 0.0711
32, 24, 0.1566
32, 25, 0.2716
32, 26, 0.6456
32, 27, 0.1612
32, 28, 0.2808
32, 29, 0.7143
32, 30, 0.3831
32, 31, 0.7465
32, 32, 1.0
33, 0, 0.0088
33, 1, 0.0211
33, 2, 0.0277
33, 3, 0.0555
33, 4, 0.1108
33, 5, 0.33
33, 6, 0.7399
33, 7, 0.3361
33, 8, 0.1013
33, 9, 0.0249
33, 10, 0.0587
33, 11, 0.1432
33, 12, 0.3394
33, 13, 0.6259
33, 14, 0.336
33, 15, 0.1458
33, 16, 0.0586
33, 17, 0.3874
33, 18, 0.7608
33, 19, 0.2831
33, 20, 0.1038
33, 21, 0.3481
33, 22, 0.0866
33, 23, 0.1282
33, 24, 0.4544
33, 25, 0.766
33, 26, 0.3215
33, 27, 0.3399
33, 28, 0.7366
33, 29, 0.3406
33, 30, 0.6477
33, 31, 0.3826
33, 32, 0.351
33, 33, 1.0
34, 0, 0.0039
34, 1, 0.0096
34, 2, 0.0226
34, 3, 0.0307
34, 4, 0.0579
34, 5, 0.1186
34, 6, 0.3274
34, 7, 0.739
34, 8, 0.3428
34, 9, 0.104
34, 10, 0.0236
34, 11, 0.0601
34, 12, 0.1432
34, 13, 0.3384
34, 14, 0.6271
34, 15, 0.3397
34, 16, 0.1363
34, 17, 0.1212
34, 18, 0.3836
34, 19, 0.757
34, 20, 0.2782
34, 21, 0.8441
34, 22, 0.3376
34, 23, 0.0502
34, 24, 0.1238
34, 25, 0.4511
34, 26, 0.7609
34, 27, 0.1168
34, 28, 0.3423
34, 29, 0.7336
34, 30, 0.296
34, 31, 0.6475
34, 32, 0.5349
34, 33, 0.3472
34, 34, 1.0
35, 0, 0.0033
35, 1, 0.01
35, 2, 0.0146
35, 3, 0.0298
35, 4, 0.0506
35, 5, 0.1123
35, 6, 0.3193
35, 7, 0.7271
35, 8, 0.3286
35, 9, 0.0979
35, 10, 0.0296
35, 11, 0.0587
35, 12, 0.1029
35, 13, 0.3755
35, 14, 0.6243
35, 15, 0.328
35, 16, 0.1378
35, 17, 0.1383
35, 18, 0.2796
35, 19, 0.8483
35, 20, 0.2873
35, 21, 0.6296
35, 22, 0.3904
35, 23, 0.0433
35, 24, 0.1158
35, 25, 0.3461
35, 26, 0.7171
35, 27, 0.0865
35, 28, 0.4532
35, 29, 0.5362
35, 30, 0.3304
35, 31, 0.7327
35, 32, 0.5433
35, 33, 0.3262
35, 34, 0.765
35, 35, 1.0
36, 0, 0.0167
36, 1, 0.0299
36, 2, 0.0595
36, 3, 0.0762
36, 4, 0.1658
36, 5, 0.3259
36, 6, 0.6286
36, 7, 0.2835
36, 8, 0.092
36, 9, 0.0203
36, 10, 0.0967
36, 11, 0.1625
36, 12, 0.3792
36, 13, 0.6408
36, 14, 0.2759
36, 15, 0.1215
36, 16, 0.0551
36, 17, 0.3179
36, 18, 0.7087
36, 19, 0.285
36, 20, 0.0863
36, 21, 0.3223
36, 22, 0.0907
36, 23, 0.1855
36, 24, 0.3872
36, 25, 0.8497
36, 26, 0.3289
36, 27, 0.4573
36, 28, 0.6551
36, 29, 0.3255
36, 30, 0.7532
36, 31, 0.2881
36, 32, 0.3271
36, 33, 0.7657
36, 34, 0.383
36, 35, 0.2943
36, 36, 1.0
37, 0, 0.005
37, 1, 0.0162
37, 2, 0.0287
37, 3, 0.0585
37, 4, 0.0799
37, 5, 0.1659
37, 6, 0.3236
37, 7, 0.632
37, 8, 0.2816
37, 9, 0.0848
37, 10, 0.0506
37, 11, 0.091
37, 12, 0.1674
37, 13, 0.3796
37, 14, 0.6417
37, 15, 0.2803
37, 16, 0.1208
37, 17, 0.1932
37, 18, 0.3176
37, 19, 0.7237
37, 20, 0.288
37, 21, 0.6435
37, 22, 0.3268
37, 23, 0.0728
37, 24, 0.1916
37, 25, 0.3781
37, 26, 0.8452
37, 27, 0.1371
37, 28, 0.4475
37, 29, 0.6558
37, 30, 0.3377
37, 31, 0.7552
37, 32, 0.5597
37, 33, 0.3741
37, 34, 0.7667
37, 35, 0.8473
37, 36, 0.3283
37, 37, 1.0
38, 0, 0.0044
38, 1, 0.0089
38, 2, 0.0261
38, 3, 0.0564
38, 4, 0.0792
38, 5, 0.1647
38, 6, 0.3126
38, 7, 0.6213
38, 8, 0.2858
38, 9, 0.0826
38, 10, 0.0641
38, 11, 0.0676
38, 12, 0.1613
38, 13, 0.3887
38, 14, 0.6453
38, 15, 0.2746
38, 16, 0.1263
38, 17, 0.1486
38, 18, 0.3153
38, 19, 0.7139
38, 20, 0.2913
38, 21, 0.6478
38, 22, 0.3253
38, 23, 0.0821
38, 24, 0.1688
38, 25, 0.3278
38, 26, 0.8484
38, 27, 0.1849
38, 28, 0.3387
38, 29, 0.6519
38, 30, 0.4585
38, 31, 0.555
38, 32, 0.7655
38, 33, 0.3242
38, 34, 0.6426
38, 35, 0.6216
38, 36, 0.3826
38, 37, 0.7355
38, 38, 1.0
39, 0, 0.0046
39, 1, 0.0138
39, 2, 0.0206
39, 3, 0.0377
39, 4, 0.0766
39, 5, 0.1388
39, 6, 0.3344
39, 7, 0.6239
39, 8, 0.2812
39, 9, 0.088
39, 10, 0.0388
39, 11, 0.0882
39, 12, 0.1463
39, 13, 0.2819
39, 14, 0.7354
39, 15, 0.279
39, 16, 0.1149
39, 17, 0.1627
39, 18, 0.3455
39, 19, 0.5262
39, 20, 0.3325
39, 21, 0.6397
39, 22, 0.234
39, 23, 0.0795
39, 24, 0.2038
39, 25, 0.3363
39, 26, 0.6499
39, 27, 0.1457
39, 28, 0.3258
39, 29, 0.7587
39, 30, 0.2841
39, 31, 0.8507
39, 32, 0.7748
39, 33, 0.4476
39, 34, 0.6596
39, 35, 0.6231
39, 36, 0.3337
39, 37, 0.7578
39, 38, 0.6729
39, 39, 1.0
40, 0, 0.008
40, 1, 0.0121
40, 2, 0.0243
40, 3, 0.0295
40, 4, 0.0694
40, 5, 0.1449
40, 6, 0.328
40, 7, 0.6072
40, 8, 0.2714
40, 9, 0.0849
40, 10, 0.0388
40, 11, 0.0671
40, 12, 0.167
40, 13, 0.2776
40, 14, 0.7151
40, 15, 0.2747
40, 16, 0.1164
40, 17, 0.1228
40, 18, 0.3792
40, 19, 0.5206
40, 20, 0.3228
40, 21, 0.7142
40, 22, 0.2397
40, 23, 0.0828
40, 24, 0.1409
40, 25, 0.3154
40, 26, 0.6502
40, 27, 0.1954
40, 28, 0.2347
40, 29, 0.8479
40, 30, 0.3326
40, 31, 0.6243
40, 32, 0.8489
40, 33, 0.3478
40, 34, 0.6329
40, 35, 0.4577
40, 36, 0.3767
40, 37, 0.5602
40, 38, 0.7709
40, 39, 0.7679
40, 40, 1.0
41, 0, 0.0104
41, 1, 0.0131
41, 2, 0.0297
41, 3, 0.0562
41, 4, 0.068
41, 5, 0.1422
41, 6, 0.2791
41, 7, 0.533
41, 8, 0.2432
41, 9, 0.0744
41, 10, 0.0618
41, 11, 0.0757
41, 12, 0.1375
41, 13, 0.3305
41, 14, 0.5493
41, 15, 0.2429
41, 16, 0.105
41, 17, 0.1424
41, 18, 0.2789
41, 19, 0.6211
41, 20, 0.2432
41, 21, 0.5608
41, 22, 0.2766
41, 23, 0.1017
41, 24, 0.1704
41, 25, 0.3275
41, 26, 0.7399
41, 27, 0.1612
41, 28, 0.3423
41, 29, 0.566
41, 30, 0.383
41, 31, 0.568
41, 32, 0.6447
41, 33, 0.3357
41, 34, 0.6574
41, 35, 0.6416
41, 36, 0.3838
41, 37, 0.7585
41, 38, 0.8486
41, 39, 0.6846
41, 40, 0.6509
41, 41, 1.0
42, 0, 0.0022
42, 1, 0.0088
42, 2, 0.0143
42, 3, 0.0271
42, 4, 0.0577
42, 5, 0.0717
42, 6, 0.1478
42, 7, 0.2807
42, 8, 0.537
42, 9, 0.2507
42, 10, 0.0262
42, 11, 0.0643
42, 12, 0.0725
42, 13, 0.1447
42, 14, 0.3281
42, 15, 0.5632
42, 16, 0.2487
42, 17, 0.082
42, 18, 0.1416
42, 19, 0.2814
42, 20, 0.6238
42, 21, 0.2876
42, 22, 0.5657
42, 23, 0.0617
42, 24, 0.0954
42, 25, 0.1628
42, 26, 0.3408
42, 27, 0.0713
42, 28, 0.1647
42, 29, 0.3473
42, 30, 0.1469
42, 31, 0.3869
42, 32, 0.3472
42, 33, 0.1926
42, 34, 0.3327
42, 35, 0.3213
42, 36, 0.163
42, 37, 0.3832
42, 38, 0.342
42, 39, 0.4466
42, 40, 0.3368
42, 41, 0.3477
42, 42, 1.0
43, 0, 0.0008
43, 1, 0.0036
43, 2, 0.0118
43, 3, 0.0136
43, 4, 0.0303
43, 5, 0.0563
43, 6, 0.0713
43, 7, 0.1418
43, 8, 0.2878
43, 9, 0.5417
43, 10, 0.0127
43, 11, 0.0327
43, 12, 0.0646
43, 13, 0.0703
43, 14, 0.143
43, 15, 0.3171
43, 16, 0.5633
43, 17, 0.0564
43, 18, 0.0785
43, 19, 0.1481
43, 20, 0.2774
43, 21, 0.1594
43, 22, 0.2849
43, 23, 0.0238
43, 24, 0.0562
43, 25, 0.0959
43, 26, 0.1625
43, 27, 0.0555
43, 28, 0.0729
43, 29, 0.1573
43, 30, 0.0605
43, 31, 0.1429
43, 32, 0.1158
43, 33, 0.0714
43, 34, 0.2005
43, 35, 0.1476
43, 36, 0.0853
43, 37, 0.1734
43, 38, 0.1383
43, 39, 0.1425
43, 40, 0.1414
43, 41, 0.1494
43, 42, 0.3576
43, 43, 1.0
44, 0, 0.0015
44, 1, 0.0012
44, 2, 0.0037
44, 3, 0.0055
44, 4, 0.0161
44, 5, 0.048
44, 6, 0.0741
44, 7, 0.1434
44, 8, 0.2852
44, 9, 0.5532
44, 10, 0.006
44, 11, 0.0169
44, 12, 0.0364
44, 13, 0.0627
44, 14, 0.1395
44, 15, 0.3295
44, 16, 0.5634
44, 17, 0.0504
44, 18, 0.0594
44, 19, 0.13
44, 20, 0.2942
44, 21, 0.1257
44, 22, 0.232
44, 23, 0.0237
44, 24, 0.0479
44, 25, 0.0666
44, 26, 0.1144
44, 27, 0.0429
44, 28, 0.0651
44, 29, 0.1136
44, 30, 0.0678
44, 31, 0.1437
44, 32, 0.1665
44, 33, 0.0737
44, 34, 0.1312
44, 35, 0.1245
44, 36, 0.0724
44, 37, 0.1193
44, 38, 0.1345
44, 39, 0.1497
44, 40, 0.1383
44, 41, 0.167
44, 42, 0.2897
44, 43, 0.6432
44, 44, 1.0
45, 0, 0.0046
45, 1, 0.006
45, 2, 0.017
45, 3, 0.0234
45, 4, 0.0542
45, 5, 0.0656
45, 6, 0.1445
45, 7, 0.2637
45, 8, 0.5361
45, 9, 0.2313
45, 10, 0.0283
45, 11, 0.0486
45, 12, 0.0784
45, 13, 0.1419
45, 14, 0.3226
45, 15, 0.5438
45, 16, 0.2294
45, 17, 0.0614
45, 18, 0.1682
45, 19, 0.2788
45, 20, 0.6077
45, 21, 0.3274
45, 22, 0.5496
45, 23, 0.0524
45, 24, 0.0696
45, 25, 0.1626
45, 26, 0.3351
45, 27, 0.0974
45, 28, 0.1188
45, 29, 0.3856
45, 30, 0.1618
45, 31, 0.2814
45, 32, 0.3762
45, 33, 0.1492
45, 34, 0.3128
45, 35, 0.2415
45, 36, 0.1854
45, 37, 0.285
45, 38, 0.3871
45, 39, 0.3437
45, 40, 0.4528
45, 41, 0.3274
45, 42, 0.7613
45, 43, 0.332
45, 44, 0.286
45, 45, 1.0
46, 0, 0.0049
46, 1, 0.0042
46, 2, 0.0106
46, 3, 0.0195
46, 4, 0.0476
46, 5, 0.068
46, 6, 0.1493
46, 7, 0.2774
46, 8, 0.5367
46, 9, 0.2458
46, 10, 0.021
46, 11, 0.0444
46, 12, 0.0599
46, 13, 0.1416
46, 14, 0.3293
46, 15, 0.5639
46, 16, 0.2367
46, 17, 0.0722
46, 18, 0.1257
46, 19, 0.2822
46, 20, 0.6267
46, 21, 0.2327
46, 22, 0.5704
46, 23, 0.064
46, 24, 0.0754
46, 25, 0.143
46, 26, 0.2888
46, 27, 0.0706
46, 28, 0.1397
46, 29, 0.2873
46, 30, 0.1617
46, 31, 0.3368
46, 32, 0.3886
46, 33, 0.1567
46, 34, 0.2801
46, 35, 0.2896
46, 36, 0.1664
46, 37, 0.2859
46, 38, 0.3337
46, 39, 0.3478
46, 40, 0.3288
46, 41, 0.3764
46, 42, 0.7564
46, 43, 0.295
46, 44, 0.3805
46, 45, 0.7368
46, 46, 1.0
47, 0, 0.0029
47, 1, 0.0069
47, 2, 0.0146
47, 3, 0.0176
47, 4, 0.0337
47, 5, 0.0687
47, 6, 0.1189
47, 7, 0.2786
47, 8, 0.5225
47, 9, 0.235
47, 10, 0.0192
47, 11, 0.033
47, 12, 0.0749
47, 13, 0.1213
47, 14, 0.2314
47, 15, 0.6306
47, 16, 0.2311
47, 17, 0.068
47, 18, 0.1374
47, 19, 0.2909
47, 20, 0.4547
47, 21, 0.3222
47, 22, 0.5403
47, 23, 0.0387
47, 24, 0.0849
47, 25, 0.1683
47, 26, 0.2903
47, 27, 0.088
47, 28, 0.1329
47, 29, 0.2827
47, 30, 0.1421
47, 31, 0.2405
47, 32, 0.2853
47, 33, 0.1538
47, 34, 0.3831
47, 35, 0.2862
47, 36, 0.2005
47, 37, 0.2929
47, 38, 0.3426
47, 39, 0.299
47, 40, 0.3278
47, 41, 0.3446
47, 42, 0.6932
47, 43, 0.3814
47, 44, 0.3502
47, 45, 0.7571
47, 46, 0.6781
47, 47, 1.0
48, 0, 0.0048
48, 1, 0.013
48, 2, 0.0171
48, 3, 0.0605
48, 4, 0.1282
48, 5, 0.3837
48, 6, 0.8456
48, 7, 0.3907
48, 8, 0.1162
48, 9, 0.0303
48, 10, 0.0506
48, 11, 0.1437
48, 12, 0.3829
48, 13, 0.7417
48, 14, 0.3786
48, 15, 0.1715
48, 16, 0.076
48, 17, 0.3836
48, 18, 0.8478
48, 19, 0.3271
48, 20, 0.1139
48, 21, 0.3792
48, 22, 0.1031
48, 23, 0.1
48, 24, 0.3717
48, 25, 0.7412
48, 26, 0.3784
48, 27, 0.3312
48, 28, 0.7464
48, 29, 0.3866
48, 30, 0.6321
48, 31, 0.3814
48, 32, 0.3339
48, 33, 0.8482
48, 34, 0.3318
48, 35, 0.3327
48, 36, 0.6252
48, 37, 0.3795
48, 38, 0.3277
48, 39, 0.3876
48, 40, 0.3425
48, 41, 0.2818
48, 42, 0.1653
48, 43, 0.0721
48, 44, 0.062
48, 45, 0.1443
48, 46, 0.1265
48, 47, 0.1181
48, 48, 1.0
49, 0, 0.0013
49, 1, 0.006
49, 2, 0.0116
49, 3, 0.0153
49, 4, 0.0631
49, 5, 0.1398
49, 6, 0.3828
49, 7, 0.8427
49, 8, 0.383
49, 9, 0.1191
49, 10, 0.0142
49, 11, 0.049
49, 12, 0.1448
