# primitive_MRO = (<class 'qiskit.primitives.statevector_sampler.StatevectorSampler'>, <class 'qiskit.primitives.base.base_sampler.BaseSamplerV2'>, <class 'abc.ABC'>, <class 'object'>)
# num_shots = 10000
# encoding_layer_config = {'n_layers': 1, 'initial_layer': 'ry', 'entangling_layer': 'rxx', 'n_atom_to_qubit': 1, 'interleaved': None}
# noise_model_path = /Users/dilhan.manawadu/Projects/quantum-molecular-encodings/data/fig4/../../data/backends/ibm_pittsburgh_2025-08-10T18:59:40+00:00_noise_model.pkl
# backend_target_path = /Users/dilhan.manawadu/Projects/quantum-molecular-encodings/data/fig4/../../data/backends/ibm_pittsburgh_2025-08-10T18:59:40+00:00_target.pkl
# sampler_type = statevector
# i, j, expectation-value
11, 0, 0.0165
11, 1, 0.0326
11, 2, 0.1163
11, 3, 0.3864
11, 4, 0.8479
11, 5, 0.3858
11, 6, 0.126
11, 7, 0.0297
11, 8, 0.0063
11, 9, 0.1417
11, 10, 0.4477
11, 11, 1.0
12, 0, 0.0036
12, 1, 0.0087
12, 2, 0.0294
12, 3, 0.1185
12, 4, 0.3864
12, 5, 0.8429
12, 6, 0.379
12, 7, 0.1163
12, 8, 0.0284
12, 9, 0.0351
12, 10, 0.1434
12, 11, 0.4593
12, 12, 1.0
13, 0, 0.001
13, 1, 0.0009
13, 2, 0.0072
13, 3, 0.0282
13, 4, 0.1202
13, 5, 0.3825
13, 6, 0.8447
13, 7, 0.3853
13, 8, 0.1185
13, 9, 0.0069
13, 10, 0.0363
13, 11, 0.1346
13, 12, 0.4477
13, 13, 1.0
14, 0, 0.0
14, 1, 0.0004
14, 2, 0.0019
14, 3, 0.005
14, 4, 0.0304
14, 5, 0.1255
14, 6, 0.3908
14, 7, 0.8484
14, 8, 0.3821
14, 9, 0.002
14, 10, 0.0081
14, 11, 0.0354
14, 12, 0.1454
14, 13, 0.4468
14, 14, 1.0
15, 0, 0.0
15, 1, 0.0
15, 2, 0.0003
15, 3, 0.0014
15, 4, 0.006
15, 5, 0.032
15, 6, 0.1185
15, 7, 0.3836
15, 8, 0.8467
15, 9, 0.0003
15, 10, 0.0017
15, 11, 0.0069
15, 12, 0.0329
15, 13, 0.1366
15, 14, 0.4586
15, 15, 1.0
16, 0, 0.0018
16, 1, 0.0021
16, 2, 0.0001
16, 3, 0.0007
16, 4, 0.0008
16, 5, 0.0002
16, 6, 0.0
16, 7, 0.0001
16, 8, 0.0
16, 9, 0.0
16, 10, 0.0003
16, 11, 0.0013
16, 12, 0.0001
16, 13, 0.0002
16, 14, 0.0001
16, 15, 0.0
16, 16, 1.0
17, 0, 0.0001
17, 1, 0.0008
17, 2, 0.0
17, 3, 0.0001
17, 4, 0.0007
17, 5, 0.0007
17, 6, 0.0007
17, 7, 0.0001
17, 8, 0.0001
17, 9, 0.0
17, 10, 0.0003
17, 11, 0.0004
17, 12, 0.0009
17, 13, 0.0004
17, 14, 0.0
17, 15, 0.0001
17, 16, 0.4493
17, 17, 1.0
18, 0, 0.0
18, 1, 0.0001
18, 2, 0.0
18, 3, 0.0
18, 4, 0.0001
18, 5, 0.0
18, 6, 0.0013
18, 7, 0.0003
18, 8, 0.0
18, 9, 0.0
18, 10, 0.0
18, 11, 0.0
18, 12, 0.0004
18, 13, 0.0005
18, 14, 0.0005
18, 15, 0.0001
18, 16, 0.1478
18, 17, 0.4542
18, 18, 1.0
19, 0, 0.0
19, 1, 0.0
19, 2, 0.0
19, 3, 0.0
19, 4, 0.0
19, 5, 0.0002
19, 6, 0.0004
19, 7, 0.001
19, 8, 0.0007
19, 9, 0.0
19, 10, 0.0
19, 11, 0.0
19, 12, 0.0002
19, 13, 0.0008
19, 14, 0.0009
19, 15, 0.0005
19, 16, 0.037
19, 17, 0.1462
19, 18, 0.4564
19, 19, 1.0
20, 0, 0.0
20, 1, 0.0
20, 2, 0.0
20, 3, 0.0
20, 4, 0.0
20, 5, 0.0
20, 6, 0.0
20, 7, 0.0008
20, 8, 0.0006
20, 9, 0.0
20, 10, 0.0
20, 11, 0.0
20, 12, 0.0
20, 13, 0.0
20, 14, 0.0002
20, 15, 0.0003
20, 16, 0.0072
20, 17, 0.0331
20, 18, 0.1392
20, 19, 0.4473
20, 20, 1.0
21, 0, 0.0001
21, 1, 0.0004
21, 2, 0.0008
21, 3, 0.0001
21, 4, 0.0002
21, 5, 0.0004
21, 6, 0.0008
21, 7, 0.0002
21, 8, 0.0
21, 9, 0.0015
21, 10, 0.0
21, 11, 0.0002
21, 12, 0.0004
21, 13, 0.0006
21, 14, 0.0001
21, 15, 0.0003
21, 16, 0.0
21, 17, 0.0003
21, 18, 0.0006
21, 19, 0.0006
21, 20, 0.0004
21, 21, 1.0
22, 0, 0.0
22, 1, 0.0001
22, 2, 0.0002
22, 3, 0.0
22, 4, 0.0001
22, 5, 0.0
22, 6, 0.0009
22, 7, 0.0008
22, 8, 0.0002
22, 9, 0.0
22, 10, 0.0
22, 11, 0.0001
22, 12, 0.0001
22, 13, 0.0002
22, 14, 0.0007
22, 15, 0.0001
22, 16, 0.0001
22, 17, 0.0001
22, 18, 0.0003
22, 19, 0.0009
22, 20, 0.0005
22, 21, 0.4523
22, 22, 1.0
23, 0, 0.0
23, 1, 0.0
23, 2, 0.0
23, 3, 0.0
23, 4, 0.0
23, 5, 0.0001
23, 6, 0.0
23, 7, 0.0003
23, 8, 0.0008
23, 9, 0.0
23, 10, 0.0
23, 11, 0.0
23, 12, 0.0
23, 13, 0.0001
23, 14, 0.0003
23, 15, 0.0002
23, 16, 0.0
23, 17, 0.0
23, 18, 0.0003
23, 19, 0.0007
23, 20, 0.0009
23, 21, 0.1387
23, 22, 0.4503
23, 23, 1.0
24, 0, 0.0
24, 1, 0.0
24, 2, 0.0001
24, 3, 0.0002
24, 4, 0.0
24, 5, 0.0002
24, 6, 0.0001
24, 7, 0.0005
24, 8, 0.0006
24, 9, 0.0001
24, 10, 0.0
24, 11, 0.0
24, 12, 0.0
24, 13, 0.0003
24, 14, 0.0005
24, 15, 0.0009
24, 16, 0.0
24, 17, 0.0
24, 18, 0.0002
24, 19, 0.0006
24, 20, 0.0005
24, 21, 0.0002
24, 22, 0.0008
24, 23, 0.0012
24, 24, 1.0
25, 0, 0.0834
25, 1, 0.1977
25, 2, 0.4478
25, 3, 0.8498
25, 4, 0.3844
25, 5, 0.1193
25, 6, 0.0297
25, 7, 0.0054
25, 8, 0.0013
25, 9, 0.386
25, 10, 0.7363
25, 11, 0.3375
25, 12, 0.102
25, 13, 0.0265
25, 14, 0.0048
25, 15, 0.0012
25, 16, 0.0005
25, 17, 0.0002
25, 18, 0.0
25, 19, 0.0
25, 20, 0.0
25, 21, 0.0001
25, 22, 0.0
25, 23, 0.0
25, 24, 0.0001
25, 25, 1.0
26, 0, 0.0327
26, 1, 0.0607
26, 2, 0.1441
26, 3, 0.3887
26, 4, 0.8458
26, 5, 0.3835
26, 6, 0.1148
26, 7, 0.0299
26, 8, 0.0059
26, 9, 0.1206
26, 10, 0.3299
26, 11, 0.7451
26, 12, 0.3338
26, 13, 0.1021
26, 14, 0.0238
26, 15, 0.0048
26, 16, 0.0006
26, 17, 0.0007
26, 18, 0.0
26, 19, 0.0
26, 20, 0.0
26, 21, 0.0001
26, 22, 0.0
26, 23, 0.0
26, 24, 0.0
26, 25, 0.4464
26, 26, 1.0
27, 0, 0.0077
27, 1, 0.0141
27, 2, 0.035
27, 3, 0.1179
27, 4, 0.387
27, 5, 0.845
27, 6, 0.3843
27, 7, 0.1158
27, 8, 0.0297
27, 9, 0.0287
27, 10, 0.1045
27, 11, 0.3289
27, 12, 0.7457
27, 13, 0.3293
27, 14, 0.104
27, 15, 0.0235
27, 16, 0.0003
27, 17, 0.001
27, 18, 0.0002
27, 19, 0.0002
27, 20, 0.0
27, 21, 0.0004
27, 22, 0.0001
27, 23, 0.0
27, 24, 0.0001
27, 25, 0.1477
27, 26, 0.4504
27, 27, 1.0
28, 0, 0.0943
28, 1, 0.2041
28, 2, 0.3785
28, 3, 0.7373
28, 4, 0.3328
28, 5, 0.1045
28, 6, 0.0238
28, 7, 0.0061
28, 8, 0.0014
28, 9, 0.4504
28, 10, 0.8426
28, 11, 0.3886
28, 12, 0.112
28, 13, 0.028
28, 14, 0.0069
28, 15, 0.0014
28, 16, 0.0001
28, 17, 0.0
28, 18, 0.0
28, 19, 0.0
28, 20, 0.0
28, 21, 0.0002
28, 22, 0.0
28, 23, 0.0
28, 24, 0.0002
28, 25, 0.7515
28, 26, 0.3363
28, 27, 0.1063
28, 28, 1.0
29, 0, 0.0335
29, 1, 0.0611
29, 2, 0.1117
29, 3, 0.3275
29, 4, 0.7351
29, 5, 0.3306
29, 6, 0.0989
29, 7, 0.0266
29, 8, 0.0065
29, 9, 0.1413
29, 10, 0.3838
29, 11, 0.8454
29, 12, 0.3755
29, 13, 0.1145
29, 14, 0.029
29, 15, 0.0073
29, 16, 0.0006
29, 17, 0.0003
29, 18, 0.0001
29, 19, 0.0001
29, 20, 0.0
29, 21, 0.0001
29, 22, 0.0
29, 23, 0.0
29, 24, 0.0
29, 25, 0.3337
29, 26, 0.7552
29, 27, 0.349
29, 28, 0.4527
29, 29, 1.0
30, 0, 0.0067
30, 1, 0.0139
30, 2, 0.0271
30, 3, 0.1013
30, 4, 0.3384
30, 5, 0.7413
30, 6, 0.3327
30, 7, 0.1004
30, 8, 0.0234
30, 9, 0.033
30, 10, 0.1226
30, 11, 0.3779
30, 12, 0.8509
30, 13, 0.3871
30, 14, 0.1171
30, 15, 0.0284
30, 16, 0.0004
30, 17, 0.0007
30, 18, 0.0009
30, 19, 0.0002
30, 20, 0.0
30, 21, 0.0004
30, 22, 0.0002
30, 23, 0.0
30, 24, 0.0
30, 25, 0.1021
30, 26, 0.3343
30, 27, 0.76
30, 28, 0.1407
30, 29, 0.4505
30, 30, 1.0
31, 0, 0.0284
31, 1, 0.0868
31, 2, 0.1929
31, 3, 0.4615
31, 4, 0.8442
31, 5, 0.3796
31, 6, 0.1133
31, 7, 0.029
31, 8, 0.0048
31, 9, 0.1632
31, 10, 0.3842
31, 11, 0.7083
31, 12, 0.3214
31, 13, 0.1006
31, 14, 0.0274
31, 15, 0.0042
31, 16, 0.0011
31, 17, 0.0004
31, 18, 0.0
31, 19, 0.0001
31, 20, 0.0
31, 21, 0.0003
31, 22, 0.0
31, 23, 0.0
31, 24, 0.0
31, 25, 0.3834
31, 26, 0.73
31, 27, 0.3372
31, 28, 0.3292
31, 29, 0.6275
31, 30, 0.2892
31, 31, 1.0
32, 0, 0.0376
32, 1, 0.0877
32, 2, 0.1708
32, 3, 0.37
32, 4, 0.7139
32, 5, 0.3246
32, 6, 0.1027
32, 7, 0.0248
32, 8, 0.0052
32, 9, 0.1961
32, 10, 0.4628
32, 11, 0.847
32, 12, 0.3803
32, 13, 0.1145
32, 14, 0.0284
32, 15, 0.0065
32, 16, 0.0011
32, 17, 0.0005
32, 18, 0.0001
32, 19, 0.0
32, 20, 0.0
32, 21, 0.0003
32, 22, 0.0
32, 23, 0.0
32, 24, 0.0
32, 25, 0.3347
32, 26, 0.6286
32, 27, 0.2849
32, 28, 0.3694
32, 29, 0.7293
32, 30, 0.3437
32, 31, 0.8492
32, 32, 1.0
33, 0, 0.0005
33, 1, 0.0015
33, 2, 0.0
33, 3, 0.0003
33, 4, 0.0007
33, 5, 0.0009
33, 6, 0.0008
33, 7, 0.0
33, 8, 0.0
33, 9, 0.0
33, 10, 0.0002
33, 11, 0.0003
33, 12, 0.0008
33, 13, 0.0003
33, 14, 0.0
33, 15, 0.0
33, 16, 0.3847
33, 17, 0.8525
33, 18, 0.3914
33, 19, 0.1178
33, 20, 0.0267
33, 21, 0.0012
33, 22, 0.0001
33, 23, 0.0001
33, 24, 0.0001
33, 25, 0.0002
33, 26, 0.0005
33, 27, 0.0007
33, 28, 0.0002
33, 29, 0.0005
33, 30, 0.0012
33, 31, 0.0004
33, 32, 0.0003
33, 33, 1.0
34, 0, 0.0075
34, 1, 0.029
34, 2, 0.0894
34, 3, 0.2045
34, 4, 0.4552
34, 5, 0.8437
34, 6, 0.3785
34, 7, 0.1226
34, 8, 0.0299
34, 9, 0.0747
34, 10, 0.1663
34, 11, 0.3821
34, 12, 0.7174
34, 13, 0.3295
34, 14, 0.0968
34, 15, 0.0236
34, 16, 0.0
34, 17, 0.0006
34, 18, 0.0005
34, 19, 0.0001
34, 20, 0.0
34, 21, 0.0002
34, 22, 0.0004
34, 23, 0.0
34, 24, 0.0
34, 25, 0.1632
34, 26, 0.3873
34, 27, 0.7225
34, 28, 0.1462
34, 29, 0.3402
34, 30, 0.6217
34, 31, 0.381
34, 32, 0.3169
34, 33, 0.001
34, 34, 1.0
35, 0, 0.0121
35, 1, 0.0261
35, 2, 0.0802
35, 3, 0.1692
35, 4, 0.3775
35, 5, 0.7179
35, 6, 0.3211
35, 7, 0.1035
35, 8, 0.0241
35, 9, 0.0873
35, 10, 0.1982
35, 11, 0.4564
35, 12, 0.8497
35, 13, 0.3821
35, 14, 0.1185
35, 15, 0.0284
35, 16, 0.0003
35, 17, 0.0013
35, 18, 0.0003
35, 19, 0.0001
35, 20, 0.0
35, 21, 0.0005
35, 22, 0.0001
35, 23, 0.0
35, 24, 0.0
35, 25, 0.143
35, 26, 0.3379
35, 27, 0.6195
35, 28, 0.1678
35, 29, 0.3835
35, 30, 0.7129
35, 31, 0.319
35, 32, 0.3775
35, 33, 0.0015
35, 34, 0.8457
35, 35, 1.0
36, 0, 0.0
36, 1, 0.0
36, 2, 0.0
36, 3, 0.0
36, 4, 0.0001
36, 5, 0.0004
36, 6, 0.0004
36, 7, 0.0011
36, 8, 0.0004
36, 9, 0.0
36, 10, 0.0
36, 11, 0.0001
36, 12, 0.0001
36, 13, 0.0005
36, 14, 0.0013
36, 15, 0.0004
36, 16, 0.0355
36, 17, 0.1157
36, 18, 0.3841
36, 19, 0.8501
36, 20, 0.3712
36, 21, 0.0002
36, 22, 0.0009
36, 23, 0.0001
36, 24, 0.0005
36, 25, 0.0001
36, 26, 0.0
36, 27, 0.0
36, 28, 0.0
36, 29, 0.0
36, 30, 0.0
36, 31, 0.0001
36, 32, 0.0
36, 33, 0.1042
36, 34, 0.0001
36, 35, 0.0
36, 36, 1.0
37, 0, 0.0003
37, 1, 0.0001
37, 2, 0.0
37, 3, 0.0002
37, 4, 0.0
37, 5, 0.0
37, 6, 0.0005
37, 7, 0.0007
37, 8, 0.0008
37, 9, 0.0
37, 10, 0.0
37, 11, 0.0
37, 12, 0.0002
37, 13, 0.0004
37, 14, 0.001
37, 15, 0.0003
37, 16, 0.061
37, 17, 0.1363
37, 18, 0.3827
37, 19, 0.8485
37, 20, 0.3841
37, 21, 0.0001
37, 22, 0.0006
37, 23, 0.0
37, 24, 0.0003
37, 25, 0.0
37, 26, 0.0
37, 27, 0.0004
37, 28, 0.0
37, 29, 0.0
37, 30, 0.0001
37, 31, 0.0
37, 32, 0.0
37, 33, 0.115
37, 34, 0.0001
37, 35, 0.0001
37, 36, 0.7389
37, 37, 1.0
38, 0, 0.0005
38, 1, 0.0003
38, 2, 0.0004
38, 3, 0.0001
38, 4, 0.0
38, 5, 0.0
38, 6, 0.0
38, 7, 0.0
38, 8, 0.0
38, 9, 0.0004
38, 10, 0.0004
38, 11, 0.0001
38, 12, 0.0
38, 13, 0.0
38, 14, 0.0
38, 15, 0.0
38, 16, 0.0034
38, 17, 0.0004
38, 18, 0.0002
38, 19, 0.0001
38, 20, 0.0
38, 21, 0.0004
38, 22, 0.0001
38, 23, 0.0001
38, 24, 0.0001
38, 25, 0.0002
38, 26, 0.0001
38, 27, 0.0
38, 28, 0.0001
38, 29, 0.0002
38, 30, 0.0
38, 31, 0.0
38, 32, 0.0002
38, 33, 0.0015
38, 34, 0.0001
38, 35, 0.0
38, 36, 0.0003
38, 37, 0.0003
38, 38, 1.0
39, 0, 0.0003
39, 1, 0.0
39, 2, 0.0012
39, 3, 0.0005
39, 4, 0.0
39, 5, 0.0
39, 6, 0.0
39, 7, 0.0
39, 8, 0.0
39, 9, 0.0006
39, 10, 0.0007
39, 11, 0.0004
39, 12, 0.0
39, 13, 0.0
39, 14, 0.0
39, 15, 0.0
39, 16, 0.0001
39, 17, 0.0
39, 18, 0.0
39, 19, 0.0
39, 20, 0.0
39, 21, 0.0006
39, 22, 0.0001
39, 23, 0.0
39, 24, 0.0
39, 25, 0.0004
39, 26, 0.0001
39, 27, 0.0
39, 28, 0.0006
39, 29, 0.0002
39, 30, 0.0001
39, 31, 0.0002
39, 32, 0.0002
39, 33, 0.0
39, 34, 0.0002
39, 35, 0.0001
39, 36, 0.0
39, 37, 0.0
39, 38, 0.4536
39, 39, 1.0
40, 0, 0.0001
40, 1, 0.0
40, 2, 0.0003
40, 3, 0.0016
40, 4, 0.0004
40, 5, 0.0002
40, 6, 0.0
40, 7, 0.0
40, 8, 0.0
40, 9, 0.0001
40, 10, 0.0009
40, 11, 0.0003
40, 12, 0.0
40, 13, 0.0
40, 14, 0.0
40, 15, 0.0
40, 16, 0.0007
40, 17, 0.0001
40, 18, 0.0
40, 19, 0.0
40, 20, 0.0
40, 21, 0.0
40, 22, 0.0001
40, 23, 0.0
40, 24, 0.0001
40, 25, 0.0007
40, 26, 0.0007
40, 27, 0.0
40, 28, 0.0005
40, 29, 0.0005
40, 30, 0.0003
40, 31, 0.0004
40, 32, 0.0004
40, 33, 0.0001
40, 34, 0.0002
40, 35, 0.0003
40, 36, 0.0
40, 37, 0.0001
40, 38, 0.1404
40, 39, 0.448
40, 40, 1.0
41, 0, 0.0
41, 1, 0.0
41, 2, 0.0002
41, 3, 0.001
41, 4, 0.001
41, 5, 0.0005
41, 6, 0.0001
41, 7, 0.0
41, 8, 0.0
41, 9, 0.0002
41, 10, 0.0006
41, 11, 0.0009
41, 12, 0.0002
41, 13, 0.0001
41, 14, 0.0
41, 15, 0.0
41, 16, 0.0011
41, 17, 0.0002
41, 18, 0.0002
41, 19, 0.0
41, 20, 0.0
41, 21, 0.0002
41, 22, 0.0
41, 23, 0.0
41, 24, 0.0
41, 25, 0.0006
41, 26, 0.0007
41, 27, 0.0002
41, 28, 0.0007
41, 29, 0.0007
41, 30, 0.0004
41, 31, 0.0006
41, 32, 0.0005
41, 33, 0.0006
41, 34, 0.0007
41, 35, 0.0005
41, 36, 0.0
41, 37, 0.0
41, 38, 0.0325
41, 39, 0.1395
41, 40, 0.4503
41, 41, 1.0
42, 0, 0.0011
42, 1, 0.0028
42, 2, 0.0053
42, 3, 0.0005
42, 4, 0.0008
42, 5, 0.0005
42, 6, 0.0001
42, 7, 0.0
42, 8, 0.0
42, 9, 0.0054
42, 10, 0.0006
42, 11, 0.0009
42, 12, 0.0002
42, 13, 0.0001
42, 14, 0.0001
42, 15, 0.0
42, 16, 0.0008
42, 17, 0.0006
42, 18, 0.0003
42, 19, 0.0
42, 20, 0.0
42, 21, 0.1402
42, 22, 0.0339
42, 23, 0.0092
42, 24, 0.0
42, 25, 0.0007
42, 26, 0.0011
42, 27, 0.0
42, 28, 0.0008
42, 29, 0.0005
42, 30, 0.0003
42, 31, 0.0009
42, 32, 0.0012
42, 33, 0.0008
42, 34, 0.0001
42, 35, 0.0002
42, 36, 0.0002
42, 37, 0.0
42, 38, 0.0037
42, 39, 0.0074
42, 40, 0.0003
42, 41, 0.0013
42, 42, 1.0
43, 0, 0.0024
43, 1, 0.0057
43, 2, 0.0003
43, 3, 0.0006
43, 4, 0.0003
43, 5, 0.0
43, 6, 0.0001
43, 7, 0.0
43, 8, 0.0
43, 9, 0.0006
43, 10, 0.001
43, 11, 0.0006
43, 12, 0.0001
43, 13, 0.0
43, 14, 0.0
43, 15, 0.0
43, 16, 0.407
43, 17, 0.1291
43, 18, 0.0362
43, 19, 0.0086
43, 20, 0.001
43, 21, 0.0001
43, 22, 0.0
43, 23, 0.0
43, 24, 0.0003
43, 25, 0.001
43, 26, 0.0004
43, 27, 0.0
43, 28, 0.0017
43, 29, 0.0012
43, 30, 0.0
43, 31, 0.0003
43, 32, 0.0003
43, 33, 0.1146
43, 34, 0.0001
43, 35, 0.0001
43, 36, 0.0173
43, 37, 0.0307
43, 38, 0.0084
43, 39, 0.0006
43, 40, 0.0017
43, 41, 0.0008
43, 42, 0.0006
43, 43, 1.0
44, 0, 0.0045
44, 1, 0.0002
44, 2, 0.0005
44, 3, 0.001
44, 4, 0.0001
44, 5, 0.0001
44, 6, 0.0
44, 7, 0.0
44, 8, 0.0
44, 9, 0.0005
44, 10, 0.0011
44, 11, 0.0007
44, 12, 0.0
44, 13, 0.0001
44, 14, 0.0
44, 15, 0.0
44, 16, 0.0005
44, 17, 0.0001
44, 18, 0.0001
44, 19, 0.0001
44, 20, 0.0
44, 21, 0.0001
44, 22, 0.0
44, 23, 0.0
44, 24, 0.0001
44, 25, 0.0007
44, 26, 0.0006
44, 27, 0.0
44, 28, 0.0006
44, 29, 0.0006
44, 30, 0.0
44, 31, 0.0005
44, 32, 0.0009
44, 33, 0.0003
44, 34, 0.0
44, 35, 0.0004
44, 36, 0.0
44, 37, 0.0
44, 38, 0.0001
44, 39, 0.0003
44, 40, 0.001
44, 41, 0.0007
44, 42, 0.0007
44, 43, 0.0007
44, 44, 1.0
45, 0, 0.0014
45, 1, 0.0
45, 2, 0.0002
45, 3, 0.0003
45, 4, 0.0011
45, 5, 0.0002
45, 6, 0.0002
45, 7, 0.0
45, 8, 0.0
45, 9, 0.0002
45, 10, 0.0007
45, 11, 0.0006
45, 12, 0.0004
45, 13, 0.0004
45, 14, 0.0
45, 15, 0.0
45, 16, 0.0015
45, 17, 0.0008
45, 18, 0.0002
45, 19, 0.0
45, 20, 0.0
45, 21, 0.0001
45, 22, 0.0001
45, 23, 0.0
45, 24, 0.0
45, 25, 0.0006
45, 26, 0.0003
45, 27, 0.0002
45, 28, 0.0007
45, 29, 0.0013
45, 30, 0.0005
45, 31, 0.0007
45, 32, 0.001
45, 33, 0.0008
45, 34, 0.0003
45, 35, 0.0002
45, 36, 0.0002
45, 37, 0.0001
45, 38, 0.0
45, 39, 0.0001
45, 40, 0.0005
45, 41, 0.0013
45, 42, 0.0019
45, 43, 0.0003
45, 44, 0.4455
45, 45, 1.0
46, 0, 0.0006
46, 1, 0.0
46, 2, 0.0001
46, 3, 0.0001
46, 4, 0.0009
46, 5, 0.0016
46, 6, 0.0002
46, 7, 0.0001
46, 8, 0.0
46, 9, 0.0
46, 10, 0.0001
46, 11, 0.0005
46, 12, 0.0013
46, 13, 0.0008
46, 14, 0.0002
46, 15, 0.0
46, 16, 0.0006
46, 17, 0.0016
46, 18, 0.0005
46, 19, 0.0002
46, 20, 0.0002
46, 21, 0.0005
46, 22, 0.0002
46, 23, 0.0
46, 24, 0.0001
46, 25, 0.0001
46, 26, 0.0005
46, 27, 0.0007
46, 28, 0.0001
46, 29, 0.0004
46, 30, 0.0014
46, 31, 0.0006
46, 32, 0.0007
46, 33, 0.0014
46, 34, 0.0007
46, 35, 0.0004
46, 36, 0.0001
46, 37, 0.0002
46, 38, 0.0
46, 39, 0.0001
46, 40, 0.0001
46, 41, 0.0004
46, 42, 0.0004
46, 43, 0.0004
46, 44, 0.1343
46, 45, 0.4566
46, 46, 1.0
47, 0, 0.0007
47, 1, 0.0018
47, 2, 0.005
47, 3, 0.0004
47, 4, 0.0003
47, 5, 0.001
47, 6, 0.0008
47, 7, 0.0
47, 8, 0.0
47, 9, 0.004
47, 10, 0.0003
47, 11, 0.0008
47, 12, 0.001
47, 13, 0.0003
47, 14, 0.0
47, 15, 0.0001
47, 16, 0.0001
47, 17, 0.0011
47, 18, 0.0004
47, 19, 0.0001
47, 20, 0.0001
47, 21, 0.3597
47, 22, 0.109
47, 23, 0.0291
47, 24, 0.0
47, 25, 0.0
47, 26, 0.0008
47, 27, 0.0013
47, 28, 0.0001
47, 29, 0.0008
47, 30, 0.0015
47, 31, 0.0004
47, 32, 0.0013
47, 33, 0.0013
47, 34, 0.0009
47, 35, 0.0003
47, 36, 0.0001
47, 37, 0.0001
47, 38, 0.0026
47, 39, 0.0047
47, 40, 0.0003
47, 41, 0.0005
47, 42, 0.4394
47, 43, 0.0001
47, 44, 0.0007
47, 45, 0.0006
47, 46, 0.001
47, 47, 1.0
48, 0, 0.0012
48, 1, 0.0012
48, 2, 0.0
48, 3, 0.0001
48, 4, 0.0003
48, 5, 0.001
48, 6, 0.0005
48, 7, 0.0003
48, 8, 0.0001
48, 9, 0.0001
48, 10, 0.0001
48, 11, 0.0003
48, 12, 0.0007
48, 13, 0.0007
48, 14, 0.0
48, 15, 0.0
48, 16, 0.3654
48, 17, 0.8025
48, 18, 0.3662
48, 19, 0.1097
48, 20, 0.0281
48, 21, 0.0008
48, 22, 0.0001
48, 23, 0.0
48, 24, 0.0001
48, 25, 0.0
48, 26, 0.0005
48, 27, 0.0011
48, 28, 0.0003
48, 29, 0.0007
48, 30, 0.0011
48, 31, 0.0005
48, 32, 0.0002
48, 33, 0.7714
48, 34, 0.0009
48, 35, 0.0008
48, 36, 0.1143
48, 37, 0.1112
48, 38, 0.0014
48, 39, 0.0
48, 40, 0.0001
48, 41, 0.0004
48, 42, 0.0004
48, 43, 0.1092
48, 44, 0.0001
48, 45, 0.0006
48, 46, 0.0009
48, 47, 0.0008
48, 48, 1.0
49, 0, 0.0016
49, 1, 0.0032
49, 2, 0.0
49, 3, 0.0002
49, 4, 0.0006
49, 5, 0.001
49, 6, 0.0003
49, 7, 0.0
49, 8, 0.0
49, 9, 0.0003
49, 10, 0.0
49, 11, 0.0007
49, 12, 0.001
